SampleID,Layer,Component,Quantity,,,,,,,,,
KIA B4N (S1),1,BC 4188,15.8,,,,,,,,,
KIA B4N (S1),1,BC 4203,6.4,,,,,,,,,
KIA B4N (S1),1,BC 4681,6.3,,,,,,,,,
KIA B4N (S1),1,BC 4582,2.9,,,,,,,,,
KIA B4N (S1),1,BC 4934,2.3,,,,,,,,,
KIA B4N (S1),1,BC 4084,1.8,,,,,,,,,
KIA B4N (S1),1,BC 4966,0.3,,,,,,,,,
KIA B4N (S1),1,BC 4110,0.6,,,,,,,,,
MERCEDES 300 (S1),1,BC 4002,4.7,,,,,,,,,
MERCEDES 300 (S1),1,BC 4050,28,,,,,,,,,
MERCEDES 300 (S1),1,BC 4203,23.3,,,,,,,,,
MERCEDES 300 (S1),1,BC 4811,19.7,,,,,,,,,
MERCEDES 300 (S1),1,BC 4051,10,,,,,,,,,
MERCEDES 300 (S1),1,BC 4517,5.7,,,,,,,,,
MERCEDES 300 (S1),1,BC 4640,4.3,,,,,,,,,
MERCEDES 300 (S1),1,BC 4117,2.5,,,,,,,,,
MERCEDES 300 (S1),1,BC 4030,1.8,,,,,,,,,
MERCEDES 758 (S1),1,BC 4002,5.5,,,,,,,,,
MERCEDES 758 (S1),1,BC 4117,32.2,,,,,,,,,
MERCEDES 758 (S1),1,BC 4203,26.3,,,,,,,,,
MERCEDES 758 (S1),1,BC 4517,17.6,,,,,,,,,
MERCEDES 758 (S1),1,BC 4811,5.9,,,,,,,,,
MERCEDES 758 (S1),1,BC 4047,4.1,,,,,,,,,
MERCEDES 758 (S1),1,BC 4030,3.5,,,,,,,,,
MERCEDES 758 (S1),1,BC 4640,2.6,,,,,,,,,
MERCEDES 758 (S1),1,BC 4519,2.3,,,,,,,,,
MERCEDES 367 (S1),1,BC 4002,7.7,,,,,,,,,
MERCEDES 367 (S1),1,BC 4934,21.4,,,,,,,,,
MERCEDES 367 (S1),1,BC 4117,20.1,,,,,,,,,
MERCEDES 367 (S1),1,BC 4047,16.1,,,,,,,,,
MERCEDES 367 (S1),1,BC 4203,12.1,,,,,,,,,
MERCEDES 367 (S1),1,BC 4640,8.1,,,,,,,,,
MERCEDES 367 (S1),1,BC 4030,4,,,,,,,,,
MERCEDES 367 (S1),1,BC 4110,10.5,,,,,,,,,
MERCEDES 366 (S1),1,BC 4002,3.6,,,,,,,,,
MERCEDES 366 (S1),1,BC 4025,31.8,,,,,,,,,
MERCEDES 366 (S1),1,BC 4811,19.2,,,,,,,,,
MERCEDES 366 (S1),1,BC 4047,14.5,,,,,,,,,
MERCEDES 366 (S1),1,BC 4203,13.7,,,,,,,,,
MERCEDES 366 (S1),1,BC 4640,7.9,,,,,,,,,
MERCEDES 366 (S1),1,BC 4934,6.7,,,,,,,,,
MERCEDES 366 (S1),1,BC 4117,1.4,,,,,,,,,
MERCEDES 366 (S1),1,BC 4110,1.2,,,,,,,,,
MERCEDES 366 (S2),1,BC 4002,4,,,,,,,,,
MERCEDES 366 (S2),1,BC 4811,25.9,,,,,,,,,
MERCEDES 366 (S2),1,BC 4203,21.1,,,,,,,,,
MERCEDES 366 (S2),1,BC 4640,18.2,,,,,,,,,
MERCEDES 366 (S2),1,BC 4047,8.9,,,,,,,,,
MERCEDES 366 (S2),1,BC 4084,6,,,,,,,,,
MERCEDES 366 (S2),1,BC 4934,4.4,,,,,,,,,
MERCEDES 366 (S2),1,BC 4030,4.4,,,,,,,,,
MERCEDES 366 (S2),1,BC 4117,2.7,,,,,,,,,
MERCEDES 366 (S2),1,BC 4110,4.4,,,,,,,,,
MERCEDES 359 (S1),1,BC 4002,4.7,,,,,,,,,
MERCEDES 359 (S1),1,BC 4025,44.9,,,,,,,,,
MERCEDES 359 (S1),1,BC 4640,20.4,,,,,,,,,
MERCEDES 359 (S1),1,BC 4811,10,,,,,,,,,
MERCEDES 359 (S1),1,BC 4047,8,,,,,,,,,
MERCEDES 359 (S1),1,BC 4203,6.3,,,,,,,,,
MERCEDES 359 (S1),1,BC 4030,4,,,,,,,,,
MERCEDES 359 (S1),1,BC 4117,0.4,,,,,,,,,
MERCEDES 359 (S1),1,BC 4110,1.3,,,,,,,,,
MERCEDES 359 (S2),1,BC 4002,5,,,,,,,,,
MERCEDES 359 (S2),1,BC 4025,33.2,,,,,,,,,
MERCEDES 359 (S2),1,BC 4047,26.4,,,,,,,,,
MERCEDES 359 (S2),1,BC 4811,14.2,,,,,,,,,
MERCEDES 359 (S2),1,BC 4203,9,,,,,,,,,
MERCEDES 359 (S2),1,BC 4640,9,,,,,,,,,
MERCEDES 359 (S2),1,BC 4934,2.8,,,,,,,,,
MERCEDES 359 (S2),1,BC 4117,0.4,,,,,,,,,
MERCEDES 185 (S1),1,BC 4002,8.5,,,,,,,,,
MERCEDES 185 (S1),1,BC 4203,38.1,,,,,,,,,
MERCEDES 185 (S1),1,BC 4025,28.7,,,,,,,,,
MERCEDES 185 (S1),1,BC 4954,8.9,,,,,,,,,
MERCEDES 185 (S1),1,BC 4050,7.9,,,,,,,,,
MERCEDES 185 (S1),1,BC 4047,5.8,,,,,,,,,
MERCEDES 185 (S1),1,BC 4510,2.1,,,,,,,,,
MERCEDES 339 (S1),1,BC 4002,2.7,,,,,,,,,
MERCEDES 339 (S1),1,BC 4025,46.9,,,,,,,,,
MERCEDES 339 (S1),1,BC 4203,17.8,,,,,,,,,
MERCEDES 339 (S1),1,BC 4811,10.2,,,,,,,,,
MERCEDES 339 (S1),1,BC 4934,7.4,,,,,,,,,
MERCEDES 339 (S1),1,BC 4030,7.1,,,,,,,,,
MERCEDES 339 (S1),1,BC 4084,4.1,,,,,,,,,
MERCEDES 339 (S1),1,BC 4041,2.2,,,,,,,,,
MERCEDES 339 (S1),1,BC 4117,1.6,,,,,,,,,
MERCEDES 158 (S1),1,BC 4002,19,,,,,,,,,
MERCEDES 158 (S1),1,BC 4203,57.5,,,,,,,,,
MERCEDES 158 (S1),1,XB 4091,12.6,,,,,,,,,
MERCEDES 158 (S1),1,BC 4640,2.3,,,,,,,,,
MERCEDES 158 (S1),1,BC 4110,8.6,,,,,,,,,
MERCEDES 151 (S1),1,BC 4002,4.9,,,,,,,,,
MERCEDES 151 (S1),1,BC 4082,30.8,,,,,,,,,
MERCEDES 151 (S1),1,BC 4203,12.8,,,,,,,,,
MERCEDES 151 (S1),1,BC 4511,11.9,,,,,,,,,
MERCEDES 151 (S1),1,BC 4973,11.4,,,,,,,,,
MERCEDES 151 (S1),1,BC 4510,9.3,,,,,,,,,
MERCEDES 151 (S1),1,BC 4974,2.3,,,,,,,,,
MERCEDES 151 (S1),1,BC 4517,1.9,,,,,,,,,
MERCEDES 151 (S1),1,BC 4110,14.7,,,,,,,,,
MERCEDES 272 (S1),1,BC 4002,6.1,,,,,,,,,
MERCEDES 272 (S1),1,BC 4025,38.5,,,,,,,,,
MERCEDES 272 (S1),1,BC 4051,16.7,,,,,,,,,
MERCEDES 272 (S1),1,BC 4954,14.7,,,,,,,,,
MERCEDES 272 (S1),1,BC 4041,9.6,,,,,,,,,
MERCEDES 272 (S1),1,BC 4203,7.6,,,,,,,,,
MERCEDES 272 (S1),1,BC 4811,4,,,,,,,,,
MERCEDES 272 (S1),1,BC 4519,2.8,,,,,,,,,
MERCEDES 249 (S1),1,BC 4002,4.3,,,,,,,,,
MERCEDES 249 (S1),1,BC 4025,63.9,,,,,,,,,
MERCEDES 249 (S1),1,BC 4050,11.6,,,,,,,,,
MERCEDES 249 (S1),1,BC 4017,11.2,,,,,,,,,
MERCEDES 249 (S1),1,BC 4203,5.1,,,,,,,,,
MERCEDES 249 (S1),1,BC 4014,2.8,,,,,,,,,
MERCEDES 249 (S1),1,BC 4047,1.1,,,,,,,,,
MERCEDES 490 (S1),1,BC 4002,2.9,,,,,,,,,
MERCEDES 490 (S1),1,BC 4025,32.8,,,,,,,,,
MERCEDES 490 (S1),1,BC 4017,31.1,,,,,,,,,
MERCEDES 490 (S1),1,BC 4203,12,,,,,,,,,
MERCEDES 490 (S1),1,BC 4060,9.6,,,,,,,,,
MERCEDES 490 (S1),1,BC 4162,3.3,,,,,,,,,
MERCEDES 490 (S1),1,BC 4517,3.3,,,,,,,,,
MERCEDES 490 (S1),1,BC 4080,2.4,,,,,,,,,
MERCEDES 490 (S1),1,BC 4061,0.7,,,,,,,,,
MERCEDES 490 (S1),1,BC 4110,1.9,,,,,,,,,
MERCEDES 385 (S1),1,BC 4002,5.6,,,,,,,,,
MERCEDES 385 (S1),1,BC 4117,60.7,,,,,,,,,
MERCEDES 385 (S1),1,BC 4047,10.6,,,,,,,,,
MERCEDES 385 (S1),1,BC 4934,7.5,,,,,,,,,
MERCEDES 385 (S1),1,BC 4203,4.8,,,,,,,,,
MERCEDES 385 (S1),1,BC 4811,4.3,,,,,,,,,
MERCEDES 385 (S1),1,BC 4519,4.1,,,,,,,,,
MERCEDES 385 (S1),1,BC 4030,2.4,,,,,,,,,
MERCEDES 370 (S1),1,BC 4002,5.4,,,,,,,,,
MERCEDES 370 (S1),1,BC 4117,49.9,,,,,,,,,
MERCEDES 370 (S1),1,BC 4811,20.8,,,,,,,,,
MERCEDES 370 (S1),1,BC 4203,9.2,,,,,,,,,
MERCEDES 370 (S1),1,BC 4047,8.3,,,,,,,,,
MERCEDES 370 (S1),1,BC 4510,2.1,,,,,,,,,
MERCEDES 370 (S1),1,BC 4080,1.8,,,,,,,,,
MERCEDES 370 (S1),1,BC 4110,2.5,,,,,,,,,
MERCEDES 485 (S1),1,BC 4002,5.4,,,,,,,,,
MERCEDES 485 (S1),1,BC 4012,55.9,,,,,,,,,
MERCEDES 485 (S1),1,BC 4017,16.9,,,,,,,,,
MERCEDES 485 (S1),1,BC 4080,7.1,,,,,,,,,
MERCEDES 485 (S1),1,BC 4082,5.4,,,,,,,,,
MERCEDES 485 (S1),1,BC 4203,4.9,,,,,,,,,
MERCEDES 485 (S1),1,BC 4510,4.4,,,,,,,,,
MERCEDES 491 (S1),1,BC 4002,8.8,,,,,,,,,
MERCEDES 491 (S1),1,BC 4203,36.1,,,,,,,,,
MERCEDES 491 (S1),1,BC 4517,10.4,,,,,,,,,
MERCEDES 491 (S1),1,BC 4974,10.4,,,,,,,,,
MERCEDES 491 (S1),1,BC 4080,6.7,,,,,,,,,
MERCEDES 491 (S1),1,BC 4117,6.4,,,,,,,,,
MERCEDES 491 (S1),1,BC 4526,4,,,,,,,,,
MERCEDES 491 (S1),1,BC 4082,2.7,,,,,,,,,
MERCEDES 491 (S1),1,BC 4110,14.5,,,,,,,,,
MERCEDES 430 (S1),1,BC 4002,6.6,,,,,,,,,
MERCEDES 430 (S1),1,BC 4117,27.3,,,,,,,,,
MERCEDES 430 (S1),1,BC 4517,19.7,,,,,,,,,
MERCEDES 430 (S1),1,BC 4954,18.8,,,,,,,,,
MERCEDES 430 (S1),1,BC 4060,10.9,,,,,,,,,
MERCEDES 430 (S1),1,BC 4519,9,,,,,,,,,
MERCEDES 430 (S1),1,BC 4203,4.1,,,,,,,,,
MERCEDES 430 (S1),1,BC 4061,3.6,,,,,,,,,
MERCEDES 348 (S1),1,BC 4002,6,,,,,,,,,
MERCEDES 348 (S1),1,BC 4014,54.1,,,,,,,,,
MERCEDES 348 (S1),1,BC 4440,8.1,,,,,,,,,
MERCEDES 348 (S1),1,BC 4047,6.7,,,,,,,,,
MERCEDES 348 (S1),1,BC 4202,4.5,,,,,,,,,
MERCEDES 348 (S1),1,BC 4510,3.8,,,,,,,,,
MERCEDES 348 (S1),1,BC 4025,2.5,,,,,,,,,
MERCEDES 348 (S1),1,BC 4084,1.3,,,,,,,,,
MERCEDES 348 (S1),1,BC 4110,13,,,,,,,,,
MERCEDES 182 (S1),1,BC 4002,10.5,,,,,,,,,
MERCEDES 182 (S1),1,BC 4511,36.8,,,,,,,,,
MERCEDES 182 (S1),1,BC 4203,19.4,,,,,,,,,
MERCEDES 182 (S1),1,BC 4025,15.2,,,,,,,,,
MERCEDES 182 (S1),1,BC 4047,11.8,,,,,,,,,
MERCEDES 182 (S1),1,BC 4519,3.4,,,,,,,,,
MERCEDES 182 (S1),1,BC 4084,2.9,,,,,,,,,
CHRYSLER PS5 (S1),1,BC 4002,8.8,,,,,,,,,
CHRYSLER PS5 (S1),1,BC 4014,31.1,,,,,,,,,
CHRYSLER PS5 (S1),1,BC 4117,28,,,,,,,,,
CHRYSLER PS5 (S1),1,BC 4111,12.8,,,,,,,,,
CHRYSLER PS5 (S1),1,BC 4203,10.8,,,,,,,,,
CHRYSLER PS5 (S1),1,BC 4080,0.5,,,,,,,,,
CHRYSLER PS5 (S1),1,BC 4110,8,,,,,,,,,
MERCEDES 441 (S1),1,BC 4002,4.8,,,,,,,,,
MERCEDES 441 (S1),1,BC 4017,38.5,,,,,,,,,
MERCEDES 441 (S1),1,BC 4510,28.1,,,,,,,,,
MERCEDES 441 (S1),1,BC 4014,11.2,,,,,,,,,
MERCEDES 441 (S1),1,BC 4203,10,,,,,,,,,
MERCEDES 441 (S1),1,BC 4080,5.5,,,,,,,,,
MERCEDES 441 (S1),1,BC 4082,1.9,,,,,,,,,
MERCEDES 480 (S1),1,BC 4002,3.4,,,,,,,,,
MERCEDES 480 (S1),1,BC 4025,32.1,,,,,,,,,
MERCEDES 480 (S1),1,BC 4203,20.4,,,,,,,,,
MERCEDES 480 (S1),1,BC 4080,16.3,,,,,,,,,
MERCEDES 480 (S1),1,BC 4082,14.2,,,,,,,,,
MERCEDES 480 (S1),1,BC 4085,6.6,,,,,,,,,
MERCEDES 480 (S1),1,BC 4117,5.7,,,,,,,,,
MERCEDES 480 (S1),1,BC 4517,1.3,,,,,,,,,
MERCEDES 466 (S1),1,BC 4002,2.7,,,,,,,,,
MERCEDES 466 (S1),1,BC 4051,24.2,,,,,,,,,
MERCEDES 466 (S1),1,BC 4117,21.7,,,,,,,,,
MERCEDES 466 (S1),1,BC 4518,17.2,,,,,,,,,
MERCEDES 466 (S1),1,BC 4061,14,,,,,,,,,
MERCEDES 466 (S1),1,BC 4203,4.3,,,,,,,,,
MERCEDES 466 (S1),1,BC 4080,2.4,,,,,,,,,
MERCEDES 466 (S1),1,BC 4110,13.5,,,,,,,,,
MERCEDES 462 (S1),1,BC 4002,4.5,,,,,,,,,
MERCEDES 462 (S1),1,BC 4017,58,,,,,,,,,
MERCEDES 462 (S1),1,BC 4014,19.3,,,,,,,,,
MERCEDES 462 (S1),1,BC 4080,8.6,,,,,,,,,
MERCEDES 462 (S1),1,BC 4510,4.3,,,,,,,,,
MERCEDES 462 (S1),1,BC 4203,2.9,,,,,,,,,
MERCEDES 462 (S1),1,BC 4560,2.4,,,,,,,,,
MERCEDES 474 (S1),1,BC 4002,7.3,,,,,,,,,
MERCEDES 474 (S1),1,BC 4203,49.3,,,,,,,,,
MERCEDES 474 (S1),1,BC 4517,17.2,,,,,,,,,
MERCEDES 474 (S1),1,BC 4526,4.3,,,,,,,,,
MERCEDES 474 (S1),1,BC 4050,3.9,,,,,,,,,
MERCEDES 474 (S1),1,BC 4640,3,,,,,,,,,
MERCEDES 474 (S1),1,BC 4110,15,,,,,,,,,
MERCEDES 478 (S1),1,BC 4002,4.8,,,,,,,,,
MERCEDES 478 (S1),1,BC 4203,21.9,,,,,,,,,
MERCEDES 478 (S1),1,BC 4811,19.5,,,,,,,,,
MERCEDES 478 (S1),1,BC 4051,18.5,,,,,,,,,
MERCEDES 478 (S1),1,BC 4017,17.3,,,,,,,,,
MERCEDES 478 (S1),1,BC 4517,9.1,,,,,,,,,
MERCEDES 478 (S1),1,BC 4041,5.4,,,,,,,,,
MERCEDES 478 (S1),1,BC 4110,3.5,,,,,,,,,
MERCEDES 368 (S1),1,BC 4002,3.5,,,,,,,,,
MERCEDES 368 (S1),1,BC 4017,42.1,,,,,,,,,
MERCEDES 368 (S1),1,XB 4091,15.3,,,,,,,,,
MERCEDES 368 (S1),1,BC 4203,12.1,,,,,,,,,
MERCEDES 368 (S1),1,BC 4047,9.6,,,,,,,,,
MERCEDES 368 (S1),1,BC 4510,6.9,,,,,,,,,
MERCEDES 368 (S1),1,BC 4080,4.5,,,,,,,,,
MERCEDES 368 (S1),1,BC 4640,4,,,,,,,,,
MERCEDES 368 (S1),1,BC 4084,2,,,,,,,,,
MERCEDES 888 (S1),1,BC 4002,4.5,,,,,,,,,
MERCEDES 888 (S1),1,BC 4111,45.6,,,,,,,,,
MERCEDES 888 (S1),1,BC 4014,19.9,,,,,,,,,
MERCEDES 888 (S1),1,BC 4510,12,,,,,,,,,
MERCEDES 888 (S1),1,BC 4640,11.4,,,,,,,,,
MERCEDES 888 (S1),1,BC 4050,3.4,,,,,,,,,
MERCEDES 888 (S1),1,BC 4203,3.2,,,,,,,,,
MERCEDES 723 (S2),1,BC 4002,4.4,,,,,,,,,
MERCEDES 723 (S2),1,BC 4017,55.7,,,,,,,,,
MERCEDES 723 (S2),1,BC 4014,21.9,,,,,,,,,
MERCEDES 723 (S2),1,BC 4203,5.1,,,,,,,,,
MERCEDES 723 (S2),1,BC 4047,2.3,,,,,,,,,
MERCEDES 723 (S2),1,BC 4080,1.6,,,,,,,,,
MERCEDES 723 (S2),1,BC 4082,0.9,,,,,,,,,
MERCEDES 723 (S2),1,BC 4110,8.1,,,,,,,,,
MERCEDES 6269 (S2),1,BC 4002,7.2,,,,,,,,,
MERCEDES 6269 (S2),1,BC 4640,22.7,,,,,,,,,
MERCEDES 6269 (S2),1,BC 4510,19.4,,,,,,,,,
MERCEDES 6269 (S2),1,BC 4203,13.9,,,,,,,,,
MERCEDES 6269 (S2),1,BC 4954,12.7,,,,,,,,,
MERCEDES 6269 (S2),1,BC 4051,9.7,,,,,,,,,
MERCEDES 6269 (S2),1,BC 4041,7.8,,,,,,,,,
MERCEDES 6269 (S2),1,XB 4504,6.6,,,,,,,,,
MERCEDES 6269 (S3),1,BC 4002,6.8,,,,,,,,,
MERCEDES 6269 (S3),1,BC 4051,39.3,,,,,,,,,
MERCEDES 6269 (S3),1,BC 4440,34.5,,,,,,,,,
MERCEDES 6269 (S3),1,BC 4111,11,,,,,,,,,
MERCEDES 6269 (S3),1,BC 4510,5.8,,,,,,,,,
MERCEDES 6269 (S3),1,BC 4203,2.6,,,,,,,,,
MERCEDES 697 (S1),1,BC 4002,4.2,,,,,,,,,
MERCEDES 697 (S1),1,BC 4117,54,,,,,,,,,
MERCEDES 697 (S1),1,BC 4018,24.5,,,,,,,,,
MERCEDES 697 (S1),1,BC 4202,4.9,,,,,,,,,
MERCEDES 697 (S1),1,BC 4974,3.7,,,,,,,,,
MERCEDES 697 (S1),1,BC 4080,3.5,,,,,,,,,
MERCEDES 697 (S1),1,BC 4082,0.5,,,,,,,,,
MERCEDES 697 (S1),1,BC 4110,4.7,,,,,,,,,
MERCEDES 702 (S1),1,BC 4002,9,,,,,,,,,
MERCEDES 702 (S1),1,BC 4014,74.8,,,,,,,,,
MERCEDES 702 (S1),1,BC 4025,5.6,,,,,,,,,
MERCEDES 702 (S1),1,BC 4080,3.9,,,,,,,,,
MERCEDES 702 (S1),1,BC 4202,3.9,,,,,,,,,
MERCEDES 702 (S1),1,BC 4510,2.8,,,,,,,,,
MERCEDES 702 (S2),1,BC 4002,7.5,,,,,,,,,
MERCEDES 702 (S2),1,BC 4014,59.3,,,,,,,,,
MERCEDES 702 (S2),1,BC 4025,6.9,,,,,,,,,
MERCEDES 702 (S2),1,BC 4510,5.6,,,,,,,,,
MERCEDES 702 (S2),1,BC 4080,4.5,,,,,,,,,
MERCEDES 702 (S2),1,BC 4202,2.2,,,,,,,,,
MERCEDES 702 (S2),1,BC 4110,14,,,,,,,,,
MERCEDES 702 (S5),1,BC 4002,8,,,,,,,,,
MERCEDES 702 (S5),1,BC 4014,52.7,,,,,,,,,
MERCEDES 702 (S5),1,BC 4012,9.7,,,,,,,,,
MERCEDES 702 (S5),1,BC 4510,6.7,,,,,,,,,
MERCEDES 702 (S5),1,BC 4202,6.7,,,,,,,,,
MERCEDES 702 (S5),1,BC 4025,6.7,,,,,,,,,
MERCEDES 702 (S5),1,BC 4080,5.2,,,,,,,,,
MERCEDES 702 (S5),1,BC 4110,4.3,,,,,,,,,
MERCEDES 756 (S1),1,BC 4002,5.5,,,,,,,,,
MERCEDES 756 (S1),1,BC 4018,34.8,,,,,,,,,
MERCEDES 756 (S1),1,BC 4117,23.6,,,,,,,,,
MERCEDES 756 (S1),1,BC 4811,21.4,,,,,,,,,
MERCEDES 756 (S1),1,BC 4203,9.5,,,,,,,,,
MERCEDES 756 (S1),1,BC 4047,3.1,,,,,,,,,
MERCEDES 756 (S1),1,BC 4110,2.1,,,,,,,,,
MERCEDES 757 (S3),1,BC 4002,4.5,,,,,,,,,
MERCEDES 757 (S3),1,BC 4117,40.4,,,,,,,,,
MERCEDES 757 (S3),1,BC 4519,25.2,,,,,,,,,
MERCEDES 757 (S3),1,BC 4518,12.7,,,,,,,,,
MERCEDES 757 (S3),1,BC 4440,5.9,,,,,,,,,
MERCEDES 757 (S3),1,BC 4047,5.9,,,,,,,,,
MERCEDES 757 (S3),1,BC 4203,5.4,,,,,,,,,
MERCEDES 748 (S1),1,BC 4002,8.2,,,,,,,,,
MERCEDES 748 (S1),1,BC 4117,51.4,,,,,,,,,
MERCEDES 748 (S1),1,BC 4018,18.1,,,,,,,,,
MERCEDES 748 (S1),1,BC 4203,10.2,,,,,,,,,
MERCEDES 748 (S1),1,BC 4050,2.5,,,,,,,,,
MERCEDES 748 (S1),1,BC 4019,2,,,,,,,,,
MERCEDES 748 (S1),1,BC 4030,0.5,,,,,,,,,
MERCEDES 748 (S1),1,BC 4110,7.1,,,,,,,,,
MERCEDES 904 (S5),1,BC 4002,9.3,,,,,,,,,
MERCEDES 904 (S5),1,BC 4440,34.4,,,,,,,,,
MERCEDES 904 (S5),1,BC 4640,34.2,,,,,,,,,
MERCEDES 904 (S5),1,BC 4203,11.4,,,,,,,,,
MERCEDES 904 (S5),1,BC 4030,7.1,,,,,,,,,
MERCEDES 904 (S5),1,BC 4019,3.6,,,,,,,,,
MERCEDES 755 (S2),1,BC 4002,1.7,,,,,,,,,
MERCEDES 755 (S2),1,XB 4091,73.2,,,,,,,,,
MERCEDES 755 (S2),1,BC 4203,12.3,,,,,,,,,
MERCEDES 755 (S2),1,BC 4640,6.4,,,,,,,,,
MERCEDES 755 (S2),1,BC 4012,3.4,,,,,,,,,
MERCEDES 755 (S2),1,BC 4084,3,,,,,,,,,
MERCEDES 189 (S2),1,BC 4002,7,,,,,,,,,
MERCEDES 189 (S2),1,BC 4440,26.7,,,,,,,,,
MERCEDES 189 (S2),1,BC 4203,24.6,,,,,,,,,
MERCEDES 189 (S2),1,BC 4047,14,,,,,,,,,
MERCEDES 189 (S2),1,BC 4640,12.6,,,,,,,,,
MERCEDES 189 (S2),1,BC 4111,6.3,,,,,,,,,
MERCEDES 189 (S2),1,BC 4117,6,,,,,,,,,
MERCEDES 189 (S2),1,BC 4084,2.8,,,,,,,,,
MERCEDES 189 (S5),1,BC 4002,3.8,,,,,,,,,
MERCEDES 189 (S5),1,BC 4025,25.5,,,,,,,,,
MERCEDES 189 (S5),1,BC 4203,17.9,,,,,,,,,
MERCEDES 189 (S5),1,BC 4440,16.1,,,,,,,,,
MERCEDES 189 (S5),1,BC 4640,14.7,,,,,,,,,
MERCEDES 189 (S5),1,BC 4117,5.4,,,,,,,,,
MERCEDES 189 (S5),1,BC 4084,4,,,,,,,,,
MERCEDES 189 (S5),1,BC 4111,2.9,,,,,,,,,
MERCEDES 189 (S5),1,BC 4050,2.5,,,,,,,,,
MERCEDES 189 (S5),1,BC 4110,7.2,,,,,,,,,
MERCEDES 377 (S1),1,BC 4002,7,,,,,,,,,
MERCEDES 377 (S1),1,BC 4440,37.1,,,,,,,,,
MERCEDES 377 (S1),1,BC 4640,28.8,,,,,,,,,
MERCEDES 377 (S1),1,BC 4030,9.6,,,,,,,,,
MERCEDES 377 (S1),1,BC 4510,7.2,,,,,,,,,
MERCEDES 377 (S1),1,BC 4203,6,,,,,,,,,
MERCEDES 377 (S1),1,BC 4811,2.4,,,,,,,,,
MERCEDES 377 (S1),1,BC 4012,1.9,,,,,,,,,
MERCEDES 488 (S1),1,BC 4002,5.9,,,,,,,,,
MERCEDES 488 (S1),1,BC 4203,29.6,,,,,,,,,
MERCEDES 488 (S1),1,BC 4111,23.6,,,,,,,,,
MERCEDES 488 (S1),1,BC 4811,18.3,,,,,,,,,
MERCEDES 488 (S1),1,BC 4519,9.8,,,,,,,,,
MERCEDES 488 (S1),1,BC 4963,8.9,,,,,,,,,
MERCEDES 488 (S1),1,BC 4084,2.4,,,,,,,,,
MERCEDES 488 (S1),1,BC 4974,1.5,,,,,,,,,
MERCEDES 345 (S3),1,BC 4002,6.2,,,,,,,,,
MERCEDES 345 (S3),1,BC 4811,28.2,,,,,,,,,
MERCEDES 345 (S3),1,BC 4047,27.4,,,,,,,,,
MERCEDES 345 (S3),1,BC 4202,13.1,,,,,,,,,
MERCEDES 345 (S3),1,BC 4640,8.1,,,,,,,,,
MERCEDES 345 (S3),1,BC 4117,8.1,,,,,,,,,
MERCEDES 345 (S3),1,BC 4440,6.8,,,,,,,,,
MERCEDES 345 (S3),1,BC 4084,2.1,,,,,,,,,
MERCEDES 353 (S2),1,BC 4002,1.8,,,,,,,,,
MERCEDES 353 (S2),1,BC 4017,46.6,,,,,,,,,
MERCEDES 353 (S2),1,BC 4014,13.6,,,,,,,,,
MERCEDES 353 (S2),1,BC 4041,11.8,,,,,,,,,
MERCEDES 353 (S2),1,BC 4203,6.7,,,,,,,,,
MERCEDES 353 (S2),1,BC 4030,5.4,,,,,,,,,
MERCEDES 353 (S2),1,BC 4019,3.8,,,,,,,,,
MERCEDES 353 (S2),1,BC 4188,1.1,,,,,,,,,
MERCEDES 353 (S2),1,BC 4110,9.2,,,,,,,,,
MERCEDES 481 (S2),1,BC 4002,4.5,,,,,,,,,
MERCEDES 481 (S2),1,BC 4025,30.2,,,,,,,,,
MERCEDES 481 (S2),1,BC 4203,13.5,,,,,,,,,
MERCEDES 481 (S2),1,BC 4017,13.1,,,,,,,,,
MERCEDES 481 (S2),1,BC 4188,11.7,,,,,,,,,
MERCEDES 481 (S2),1,BC 4111,10.1,,,,,,,,,
MERCEDES 481 (S2),1,BC 4014,8.3,,,,,,,,,
MERCEDES 481 (S2),1,BC 4084,3.2,,,,,,,,,
MERCEDES 481 (S2),1,BC 4047,2.7,,,,,,,,,
MERCEDES 481 (S2),1,BC 4110,2.7,,,,,,,,,
MERCEDES 355 (S2),1,BC 4002,4,,,,,,,,,
MERCEDES 355 (S2),1,BC 4025,40.7,,,,,,,,,
MERCEDES 355 (S2),1,BC 4014,29.6,,,,,,,,,
MERCEDES 355 (S2),1,BC 4012,14.8,,,,,,,,,
MERCEDES 355 (S2),1,BC 4047,9.9,,,,,,,,,
MERCEDES 355 (S2),1,BC 4440,1,,,,,,,,,
MERCEDES 172 (S2),1,BC 4002,4.8,,,,,,,,,
MERCEDES 172 (S2),1,BC 4014,38.2,,,,,,,,,
MERCEDES 172 (S2),1,BC 4203,25.5,,,,,,,,,
MERCEDES 172 (S2),1,BC 4025,23.9,,,,,,,,,
MERCEDES 172 (S2),1,BC 4019,2.3,,,,,,,,,
MERCEDES 172 (S2),1,BC 4110,5.3,,,,,,,,,
MERCEDES 254 (S1),1,BC 4002,4.5,,,,,,,,,
MERCEDES 254 (S1),1,BC 4203,29.2,,,,,,,,,
MERCEDES 254 (S1),1,BC 4050,26.7,,,,,,,,,
MERCEDES 254 (S1),1,BC 4510,18.5,,,,,,,,,
MERCEDES 254 (S1),1,BC 4014,15.8,,,,,,,,,
MERCEDES 254 (S1),1,BC 4047,5.3,,,,,,,,,
