SampleID,Layer,Component,Quantity
BMW 304 (S1)-LS,1,LS 44,25
BMW 304 (S1)-LS,1,LS 85,18.9
BMW 304 (S1)-LS,1,LS 90,5
CHRYSLER GW6 (S1)-LS,1,LS 90,97.9
CHRYSLER GW6 (S1)-LS,1,LS 20,1.3
CHRYSLER GW6 (S1)-LS,1,LS 59,0.5
CHRYSLER GW6 (S1)-LS,1,LS 67,0.3
CHRYSLER PR5 (S1)-LS,1,LS 82,52.8
CHRYSLER PR5 (S1)-LS,1,LS 85,21.3
CHRYSLER PR5 (S1)-LS,1,LS 77,20.4
CHRYSLER PR5 (S1)-LS,1,LS 90,5.5
CHRYSLER LE1 (S1)-LS,1,LS 74,34.3
CHRYSLER LE1 (S1)-LS,1,LS 82,29.4
CHRYSLER LE1 (S1)-LS,1,LS 88,22.1
CHRYSLER LE1 (S1)-LS,1,LS 86,7.4
CHRYSLER LE1 (S1)-LS,1,LS 20,3.9
CHRYSLER LE1 (S1)-LS,1,LS 90,2.9
CHRYSLER BM5 (S1)-LS,1,LS 88,71.4
CHRYSLER BM5 (S1)-LS,1,LS 77,24.6
CHRYSLER BM5 (S1)-LS,1,LS 25,2.5
CHRYSLER BM5 (S1)-LS,1,LS 99,1.5
CHRYSLER NWV (S1)-LS,1,LS 90,97.8
CHRYSLER NWV (S1)-LS,1,LS 20,1.1
CHRYSLER NWV (S1)-LS,1,LS 59,0.8
CHRYSLER NWV (S1)-LS,1,LS 67,0.3
CHRYSLER HE4 (S1)-LS,1,LS 86,47.9
CHRYSLER HE4 (S1)-LS,1,LS 74,28.7
CHRYSLER HE4 (S1)-LS,1,LS 99,19.6
CHRYSLER HE4 (S1)-LS,1,LS 20,2.3
CHRYSLER HE4 (S1)-LS,1,LS 82,1.5
CHRYSLER MJE (S1)-LS,1,LS 61,65.8
CHRYSLER MJE (S1)-LS,1,LS 90,28.5
CHRYSLER MJE (S1)-LS,1,LS 66,5.4
CHRYSLER MJE (S1)-LS,1,LS 20,0.3
CHRYSLER KFM (S1)-LS,1,LS 61,52.5
CHRYSLER KFM (S1)-LS,1,LS 62,38.9
CHRYSLER KFM (S1)-LS,1,LS 56,7.6
CHRYSLER KFM (S1)-LS,1,LS 74,0.6
CHRYSLER KFM (S1)-LS,1,LS 20,0.4
CHRYSLER RQB (S1)-LS,1,LS 90,65
CHRYSLER RQB (S1)-LS,1,LS 44,27.9
CHRYSLER RQB (S1)-LS,1,LS 54,6.5
CHRYSLER RQB (S1)-LS,1,LS 20,0.6
CHRYSLER DT2 (S1)-LS,1,LS 90,81
CHRYSLER DT2 (S1)-LS,1,LS 67,17.4
CHRYSLER DT2 (S1)-LS,1,LS 61,1
CHRYSLER DT2 (S1)-LS,1,LS 20,0.3
CHRYSLER DT2 (S1)-LS,1,LS 77,0.3
CHRYSLER MSQ (S1)-LS,1,LS 25,72.8
CHRYSLER MSQ (S1)-LS,1,LS 90,16.9
CHRYSLER MSQ (S1)-LS,1,LS 40,6.7
CHRYSLER MSQ (S1)-LS,1,LS 46,3.6
CHRYSLER JB4 (S1)-LS,1,LS 46,74.3
CHRYSLER JB4 (S1)-LS,1,LS 90,23.5
CHRYSLER JB4 (S1)-LS,1,LS 20,2.2
CHRYSLER HC3 (S1)-LS,1,LS 90,44.1
CHRYSLER HC3 (S1)-LS,1,LS 40,31.7
CHRYSLER HC3 (S1)-LS,1,LS 30,14
CHRYSLER HC3 (S1)-LS,1,LS 88,9.4
CHRYSLER HC3 (S1)-LS,1,LS 25,0.8
CHRYSLER PC4 (S1)-LS,1,LS 90,35
CHRYSLER PC4 (S1)-LS,1,LS 40,33.7
CHRYSLER PC4 (S1)-LS,1,LS 30,21.4
CHRYSLER PC4 (S1)-LS,1,LS 46,9
CHRYSLER PC4 (S1)-LS,1,LS 25,0.9
CHRYSLER TR4 (S1)-LS,1,LS 82,35.6
CHRYSLER TR4 (S1)-LS,1,LS 74,26
CHRYSLER TR4 (S1)-LS,1,LS 99,21.9
CHRYSLER TR4 (S1)-LS,1,LS 88,14.5
CHRYSLER TR4 (S1)-LS,1,LS 20,2
CHRYSLER PRB (S1)-LS,1,LS 86,49.4
CHRYSLER PRB (S1)-LS,1,LS 74,46.2
CHRYSLER PRB (S1)-LS,1,LS 99,3.8
CHRYSLER PRB (S1)-LS,1,LS 20,0.6
CHRYSLER V3 (S1)-LS,1,LS 74,92.8
CHRYSLER V3 (S1)-LS,1,LS 82,3.9
CHRYSLER V3 (S1)-LS,1,LS 90,2.7
CHRYSLER V3 (S1)-LS,1,LS 20,0.6
CHRYSLER MS9 (S1)-LS,1,LS 90,69.4
CHRYSLER MS9 (S1)-LS,1,LS 30,11.9
CHRYSLER MS9 (S1)-LS,1,LS 25,10.4
CHRYSLER MS9 (S1)-LS,1,LS 77,8.3
CHRYSLER MAG (S1)-LS,1,LS 25,43.9
CHRYSLER MAG (S1)-LS,1,LS 90,40.1
CHRYSLER MAG (S1)-LS,1,LS 44,8.1
CHRYSLER MAG (S1)-LS,1,LS 30,7.2
CHRYSLER MAG (S1)-LS,1,LS 77,0.7
CHRYSLER VY5 (S1)-LS,1,LS 90,75.6
CHRYSLER VY5 (S1)-LS,1,LS 62,15.1
CHRYSLER VY5 (S1)-LS,1,LS 66,8.8
CHRYSLER VY5 (S1)-LS,1,LS 20,0.5
CHRYSLER 536 (S1)-LS,1,LS 90,83.8
CHRYSLER 536 (S1)-LS,1,LS 67,8.6
CHRYSLER 536 (S1)-LS,1,LS 25,6.8
CHRYSLER 536 (S1)-LS,1,LS 62,0.8
CHRYSLER 212 (S1)-LS,1,LS 44,63.7
CHRYSLER 212 (S1)-LS,1,LS 99,16.3
CHRYSLER 212 (S1)-LS,1,LS 25,12.5
CHRYSLER 212 (S1)-LS,1,LS 54,7.5
CHRYSLER 353 (S1)-LS,1,LS 74,48.3
CHRYSLER 353 (S1)-LS,1,LS 86,26.8
CHRYSLER 353 (S1)-LS,1,LS 82,13.5
CHRYSLER 353 (S1)-LS,1,LS 90,9.6
CHRYSLER 353 (S1)-LS,1,LS 20,1.8
CHRYSLER P61 (S1)-LS,1,LS 82,51.7
CHRYSLER P61 (S1)-LS,1,LS 86,27.6
CHRYSLER P61 (S1)-LS,1,LS 99,9.5
CHRYSLER P61 (S1)-LS,1,LS 77,9
CHRYSLER P61 (S1)-LS,1,LS 20,2.2
CHRYSLER PJD (S1)-LS,1,LS 62,47.7
CHRYSLER PJD (S1)-LS,1,LS 90,25.1
CHRYSLER PJD (S1)-LS,1,LS 61,21.5
CHRYSLER PJD (S1)-LS,1,LS 79,4.5
CHRYSLER PJD (S1)-LS,1,LS 29,1.2
CHRYSLER R91 (S1)-LS,1,LS 82,40.7
CHRYSLER R91 (S1)-LS,1,LS 86,26.2
CHRYSLER R91 (S1)-LS,1,LS 77,23.1
CHRYSLER R91 (S1)-LS,1,LS 90,10
CHRYSLER BL5 (S1)-LS,1,LS 90,76.9
CHRYSLER BL5 (S1)-LS,1,LS 67,15.2
CHRYSLER BL5 (S1)-LS,1,LS 20,5.8
CHRYSLER BL5 (S1)-LS,1,LS 77,2.1
CHRYSLER PR3 (S1)-LS,1,LS 74,51.8
CHRYSLER PR3 (S1)-LS,1,LS 86,24
CHRYSLER PR3 (S1)-LS,1,LS 82,12.1
CHRYSLER PR3 (S1)-LS,1,LS 99,12.1
CHRYSLER PW5 (S1)-LS,1,LS 90,98
CHRYSLER PW5 (S1)-LS,1,LS 20,1
CHRYSLER PW5 (S1)-LS,1,LS 59,0.8
CHRYSLER PW5 (S1)-LS,1,LS 67,0.2
CHRYSLER KW3 (S1)-LS,1,LS 90,97.4
CHRYSLER KW3 (S1)-LS,1,LS 67,1.6
CHRYSLER KW3 (S1)-LS,1,LS 20,1
CHRYSLER PW7 (S1)-LS,1,LS 90,97.2
CHRYSLER PW7 (S1)-LS,1,LS 20,2
CHRYSLER PW7 (S1)-LS,1,LS 59,0.5
CHRYSLER PW7 (S1)-LS,1,LS 67,0.3
CHRYSLER PUA (S1)-LS,1,LS 90,52.9
CHRYSLER PUA (S1)-LS,1,LS 67,26.6
CHRYSLER PUA (S1)-LS,1,LS 25,18.1
CHRYSLER PUA (S1)-LS,1,LS 77,2.4
CHRYSLER PAB (S1)-LS,1,LS 90,87.7
CHRYSLER PAB (S1)-LS,1,LS 25,9
CHRYSLER PAB (S1)-LS,1,LS 67,2.2
CHRYSLER PAB (S1)-LS,1,LS 88,1.1
CHRYSLER PDN (S1)-LS,1,LS 25,46.6
CHRYSLER PDN (S1)-LS,1,LS 90,41.2
CHRYSLER PDN (S1)-LS,1,LS 67,11.5
CHRYSLER PDN (S1)-LS,1,LS 77,0.7
CHRYSLER EY2 (S1)-LS,1,LS 90,92.2
CHRYSLER EY2 (S1)-LS,1,LS 67,6
CHRYSLER EY2 (S1)-LS,1,LS 61,1.1
CHRYSLER EY2 (S1)-LS,1,LS 20,0.5
CHRYSLER EY2 (S1)-LS,1,LS 77,0.2
CHRYSLER HJ2 (S1)-LS,1,LS 90,67.3
CHRYSLER HJ2 (S1)-LS,1,LS 62,27.7
CHRYSLER HJ2 (S1)-LS,1,LS 66,2.5
CHRYSLER HJ2 (S1)-LS,1,LS 20,1.6
CHRYSLER HJ2 (S1)-LS,1,LS 74,0.9
CHRYSLER PH1 (S1)-LS,1,LS 88,56.3
CHRYSLER PH1 (S1)-LS,1,LS 90,23.4
CHRYSLER PH1 (S1)-LS,1,LS 30,11.3
CHRYSLER PH1 (S1)-LS,1,LS 77,9
CHRYSLER RRR (S1)-LS,1,LS 67,64.5
CHRYSLER RRR (S1)-LS,1,LS 85,15.8
CHRYSLER RRR (S1)-LS,1,LS 90,11
CHRYSLER RRR (S1)-LS,1,LS 74,8.2
CHRYSLER RRR (S1)-LS,1,LS 20,0.5
CHRYSLER PPK (S1)-LS,1,LS 90,83.3
CHRYSLER PPK (S1)-LS,1,LS 59,8.2
CHRYSLER PPK (S1)-LS,1,LS 25,6.5
CHRYSLER PPK (S1)-LS,1,LS 46,2
CHRYSLER PJK (S1)-LS,1,LS 90,42.6
CHRYSLER PJK (S1)-LS,1,LS 62,37.8
CHRYSLER PJK (S1)-LS,1,LS 61,16.7
CHRYSLER PJK (S1)-LS,1,LS 54,2.4
CHRYSLER PJK (S1)-LS,1,LS 20,0.5
CHRYSLER Y1 (S1)-LS,1,LS 90,51.6
CHRYSLER Y1 (S1)-LS,1,LS 61,44.7
CHRYSLER Y1 (S1)-LS,1,LS 66,3.2
CHRYSLER Y1 (S1)-LS,1,LS 20,0.5
CHRYSLER JT2 (S1)-LS,1,LS 90,76.1
CHRYSLER JT2 (S1)-LS,1,LS 67,11.1
CHRYSLER JT2 (S1)-LS,1,LS 79,8.1
CHRYSLER JT2 (S1)-LS,1,LS 20,4.7
CHRYSLER ST1 (S1)-LS,1,LS 90,82.4
CHRYSLER ST1 (S1)-LS,1,LS 67,16.4
CHRYSLER ST1 (S1)-LS,1,LS 20,1.1
CHRYSLER ST1 (S1)-LS,1,LS 77,0.1
CHRYSLER MQG (S1)-LS,1,LS 90,59.5
CHRYSLER MQG (S1)-LS,1,LS 44,21.7
CHRYSLER MQG (S1)-LS,1,LS 25,17
CHRYSLER MQG (S1)-LS,1,LS 61,1.8
CHRYSLER RG2 (S1)-LS,1,LS 90,64.1
CHRYSLER RG2 (S1)-LS,1,LS 20,25.4
CHRYSLER RG2 (S1)-LS,1,LS 67,9.5
CHRYSLER RG2 (S1)-LS,1,LS 56,1
CHRYSLER MSC (S1)-LS,1,LS 90,82.7
CHRYSLER MSC (S1)-LS,1,LS 25,11.9
CHRYSLER MSC (S1)-LS,1,LS 67,3.2
CHRYSLER MSC (S1)-LS,1,LS 88,2.2
CHRYSLER ET1 (S1)-LS,1,LS 90,90.8
CHRYSLER ET1 (S1)-LS,1,LS 67,7.9
CHRYSLER ET1 (S1)-LS,1,LS 20,0.8
CHRYSLER ET1 (S1)-LS,1,LS 79,0.5
CHRYSLER PGU (S1)-LS,1,LS 62,39.1
CHRYSLER PGU (S1)-LS,1,LS 25,28.9
CHRYSLER PGU (S1)-LS,1,LS 61,20.1
CHRYSLER PGU (S1)-LS,1,LS 99,6.3
CHRYSLER PGU (S1)-LS,1,LS 59,5.6
CHRYSLER T5 (S1)-LS,1,LS 90,72.2
CHRYSLER T5 (S1)-LS,1,LS 67,21.2
CHRYSLER T5 (S1)-LS,1,LS 61,3.4
CHRYSLER T5 (S1)-LS,1,LS 20,2.3
CHRYSLER T5 (S1)-LS,1,LS 77,0.9
CHRYSLER P05 (S1)-LS,1,LS 44,59.5
CHRYSLER P05 (S1)-LS,1,LS 20,15.3
CHRYSLER P05 (S1)-LS,1,LS 90,13.7
CHRYSLER P05 (S1)-LS,1,LS 30,11.5
CHRYSLER RG4 (S1)-LS,1,LS 46,37.3
CHRYSLER RG4 (S1)-LS,1,LS 25,37
CHRYSLER RG4 (S1)-LS,1,LS 62,16.4
CHRYSLER RG4 (S1)-LS,1,LS 99,9.3
CHRYSLER 200 (S1)-LS,1,LS 44,39.3
CHRYSLER 200 (S1)-LS,1,LS 25,35
CHRYSLER 200 (S1)-LS,1,LS 30,17.4
CHRYSLER 200 (S1)-LS,1,LS 90,8.3
CHRYSLER PY3 (S1)-LS,1,LS 62,46.3
CHRYSLER PY3 (S1)-LS,1,LS 90,36.2
CHRYSLER PY3 (S1)-LS,1,LS 66,16.9
CHRYSLER PY3 (S1)-LS,1,LS 29,0.6
CHRYSLER PCP (S1)-LS,1,LS 90,82.2
CHRYSLER PCP (S1)-LS,1,LS 30,6.7
CHRYSLER PCP (S1)-LS,1,LS 25,5.9
CHRYSLER PCP (S1)-LS,1,LS 44,4.1
CHRYSLER PCP (S1)-LS,1,LS 88,1.1
CHRYSLER 999 (S1)-LS,1,LS 74,36.8
CHRYSLER 999 (S1)-LS,1,LS 66,29.1
CHRYSLER 999 (S1)-LS,1,LS 61,14.2
CHRYSLER 999 (S1)-LS,1,LS 90,13.5
CHRYSLER 999 (S1)-LS,1,LS 67,6.4
CHRYSLER T4 (S1)-LS,1,LS 90,57.9
CHRYSLER T4 (S1)-LS,1,LS 67,36.4
CHRYSLER T4 (S1)-LS,1,LS 25,3.4
CHRYSLER T4 (S1)-LS,1,LS 77,2.3
CHRYSLER PRD (S1)-LS,1,LS 82,47.8
CHRYSLER PRD (S1)-LS,1,LS 74,38.7
CHRYSLER PRD (S1)-LS,1,LS 61,7.3
CHRYSLER PRD (S1)-LS,1,LS 90,5.6
CHRYSLER PRD (S1)-LS,1,LS 20,0.6
CHRYSLER PE7 (S1)-LS,1,LS 82,67.7
CHRYSLER PE7 (S1)-LS,1,LS 86,18.5
CHRYSLER PE7 (S1)-LS,1,LS 74,10.4
CHRYSLER PE7 (S1)-LS,1,LS 90,3.4
CHRYSLER ST2 (S1)-LS,1,LS 90,73.1
CHRYSLER ST2 (S1)-LS,1,LS 67,24.4
CHRYSLER ST2 (S1)-LS,1,LS 20,1.7
CHRYSLER ST2 (S1)-LS,1,LS 77,0.8
CHRYSLER PF2 (S1)-LS,1,LS 62,68.3
CHRYSLER PF2 (S1)-LS,1,LS 90,25.8
CHRYSLER PF2 (S1)-LS,1,LS 46,3.6
CHRYSLER PF2 (S1)-LS,1,LS 66,2
CHRYSLER PF2 (S1)-LS,1,LS 29,0.3
CHRYSLER PC9 (S1)-LS,1,LS 44,67.9
CHRYSLER PC9 (S1)-LS,1,LS 25,13.5
CHRYSLER PC9 (S1)-LS,1,LS 54,11
CHRYSLER PC9 (S1)-LS,1,LS 99,7.6
CHRYSLER 305 (S1)-LS,1,LS 90,47.8
CHRYSLER 305 (S1)-LS,1,LS 25,18.7
CHRYSLER 305 (S1)-LS,1,LS 44,13.2
CHRYSLER 305 (S1)-LS,1,LS 40,13.2
CHRYSLER 305 (S1)-LS,1,LS 88,7.1
CHRYSLER HQ3 (S1)-LS,1,LS 44,55.1
CHRYSLER HQ3 (S1)-LS,1,LS 90,40.2
CHRYSLER HQ3 (S1)-LS,1,LS 25,2.6
CHRYSLER HQ3 (S1)-LS,1,LS 54,2.1
CHRYSLER NKP (S1)-LS,1,LS 61,36.6
CHRYSLER NKP (S1)-LS,1,LS 82,30.9
CHRYSLER NKP (S1)-LS,1,LS 74,16
CHRYSLER NKP (S1)-LS,1,LS 77,11.7
CHRYSLER NKP (S1)-LS,1,LS 99,4.8
CHRYSLER LB8 (S1)-LS,1,LS 46,77.4
CHRYSLER LB8 (S1)-LS,1,LS 99,12.3
CHRYSLER LB8 (S1)-LS,1,LS 25,10
CHRYSLER LB8 (S1)-LS,1,LS 61,0.3
CHRYSLER PAM (S1)-LS,1,LS 88,41.7
CHRYSLER PAM (S1)-LS,1,LS 86,33.9
CHRYSLER PAM (S1)-LS,1,LS 20,14
CHRYSLER PAM (S1)-LS,1,LS 99,10.4
CHRYSLER PWL (S1)-LS,1,LS 90,92.4
CHRYSLER PWL (S1)-LS,1,LS 49,4.9
CHRYSLER PWL (S1)-LS,1,LS 29,1.6
CHRYSLER PWL (S1)-LS,1,LS 67,1.1
CHRYSLER PGG (S1)-LS,1,LS 25,53.8
CHRYSLER PGG (S1)-LS,1,LS 62,29.3
CHRYSLER PGG (S1)-LS,1,LS 67,13.6
CHRYSLER PGG (S1)-LS,1,LS 90,3.3
CHRYSLER OOO (S1)-LS,1,LS 74,54.6
CHRYSLER OOO (S1)-LS,1,LS 90,33.3
CHRYSLER OOO (S1)-LS,1,LS 82,8.1
CHRYSLER OOO (S1)-LS,1,LS 20,4
CHRYSLER NF2 (S1)-LS,1,LS 74,75.8
CHRYSLER NF2 (S1)-LS,1,LS 82,14.9
CHRYSLER NF2 (S1)-LS,1,LS 67,6.5
CHRYSLER NF2 (S1)-LS,1,LS 90,1.5
CHRYSLER NF2 (S1)-LS,1,LS 20,1.3
CHRYSLER 565 (S1)-LS,1,LS 90,83.4
CHRYSLER 565 (S1)-LS,1,LS 67,11.5
CHRYSLER 565 (S1)-LS,1,LS 79,2.7
CHRYSLER 565 (S1)-LS,1,LS 29,2.4
CHRYSLER LRN (S1)-LS,1,LS 82,47.5
CHRYSLER LRN (S1)-LS,1,LS 74,30.6
CHRYSLER LRN (S1)-LS,1,LS 86,17.3
CHRYSLER LRN (S1)-LS,1,LS 99,4.6
CHRYSLER KYV (S1)-LS,1,LS 61,56.2
CHRYSLER KYV (S1)-LS,1,LS 90,28.6
CHRYSLER KYV (S1)-LS,1,LS 66,12.9
CHRYSLER KYV (S1)-LS,1,LS 74,1.8
CHRYSLER KYV (S1)-LS,1,LS 20,0.5
CHRYSLER PYH (S1)-LS,1,LS 90,46
CHRYSLER PYH (S1)-LS,1,LS 62,45
CHRYSLER PYH (S1)-LS,1,LS 66,7.2
CHRYSLER PYH (S1)-LS,1,LS 74,1.2
CHRYSLER PYH (S1)-LS,1,LS 20,0.6
CHRYSLER SW5 (S1)-LS,1,LS 90,96
CHRYSLER SW5 (S1)-LS,1,LS 20,2
CHRYSLER SW5 (S1)-LS,1,LS 67,2
CHRYSLER K59 (S1)-LS,1,LS 90,52.6
CHRYSLER K59 (S1)-LS,1,LS 67,20.7
CHRYSLER K59 (S1)-LS,1,LS 62,18.7
CHRYSLER K59 (S1)-LS,1,LS 61,6.5
CHRYSLER K59 (S1)-LS,1,LS 20,1.5
CHRYSLER PW1 (S1)-LS,1,LS 90,96.9
CHRYSLER PW1 (S1)-LS,1,LS 67,1.8
CHRYSLER PW1 (S1)-LS,1,LS 20,1.3
CHRYSLER PP2 (S1)-LS,1,LS 90,95.2
CHRYSLER PP2 (S1)-LS,1,LS 59,3
CHRYSLER PP2 (S1)-LS,1,LS 44,1.2
CHRYSLER PP2 (S1)-LS,1,LS 67,0.6
CHRYSLER W83 (S1)-LS,1,LS 90,98.7
CHRYSLER W83 (S1)-LS,1,LS 29,0.6
CHRYSLER W83 (S1)-LS,1,LS 59,0.4
CHRYSLER W83 (S1)-LS,1,LS 67,0.3
CHRYSLER 268 (S1)-LS,1,LS 90,97.7
CHRYSLER 268 (S1)-LS,1,LS 67,1.3
CHRYSLER 268 (S1)-LS,1,LS 20,1
CHRYSLER 603 (S1)-LS,1,LS 88,59.9
CHRYSLER 603 (S1)-LS,1,LS 77,33.1
CHRYSLER 603 (S1)-LS,1,LS 25,7
CHRYSLER GR4 (S1)-LS,1,LS 74,40.6
CHRYSLER GR4 (S1)-LS,1,LS 86,33.2
CHRYSLER GR4 (S1)-LS,1,LS 82,17.1
CHRYSLER GR4 (S1)-LS,1,LS 90,5.9
CHRYSLER GR4 (S1)-LS,1,LS 20,3.2
CHRYSLER LKT (S1)-LS,1,LS 74,45.9
CHRYSLER LKT (S1)-LS,1,LS 82,35.7
CHRYSLER LKT (S1)-LS,1,LS 90,18.4
CHRYSLER HGR (S1)-LS,1,LS 25,65.8
CHRYSLER HGR (S1)-LS,1,LS 79,27.6
CHRYSLER HGR (S1)-LS,1,LS 61,4.4
CHRYSLER HGR (S1)-LS,1,LS 77,2.2
CHRYSLER HY5 (S1)-LS,1,LS 90,82.8
CHRYSLER HY5 (S1)-LS,1,LS 67,15
CHRYSLER HY5 (S1)-LS,1,LS 25,1.9
CHRYSLER HY5 (S1)-LS,1,LS 77,0.3
CITROEN EWQ (S1)-LS,1,LS 90,97.6
CITROEN EWQ (S1)-LS,1,LS 29,1.2
CITROEN EWQ (S1)-LS,1,LS 67,0.6
CITROEN EWQ (S1)-LS,1,LS 49,0.6
CITROEN KVC (S1)-LS,1,LS 90,95.5
CITROEN KVC (S1)-LS,1,LS 69,2.6
CITROEN KVC (S1)-LS,1,LS 20,1
CITROEN KVC (S1)-LS,1,LS 59,0.9
CITROEN EBK (S1)-LS,1,LS 90,83.5
CITROEN EBK (S1)-LS,1,LS 67,15
CITROEN EBK (S1)-LS,1,LS 61,0.8
CITROEN EBK (S1)-LS,1,LS 77,0.4
CITROEN EBK (S1)-LS,1,LS 20,0.3
CITROEN ECF (S1)-LS,1,LS 90,80.6
CITROEN ECF (S1)-LS,1,LS 67,16.7
CITROEN ECF (S1)-LS,1,LS 20,1.9
CITROEN ECF (S1)-LS,1,LS 77,0.8
CITROEN ETM (S1)-LS,1,LS 46,54.7
CITROEN ETM (S1)-LS,1,LS 90,30.8
CITROEN ETM (S1)-LS,1,LS 67,8.3
CITROEN ETM (S1)-LS,1,LS 25,6.2
CITROEN ELS (S1)-LS,1,LS 90,85.8
CITROEN ELS (S1)-LS,1,LS 67,7.2
CITROEN ELS (S1)-LS,1,LS 54,3.9
CITROEN ELS (S1)-LS,1,LS 25,3.1
CITROEN KCU (S1)-LS,1,LS 90,93.1
CITROEN KCU (S1)-LS,1,LS 49,4.4
CITROEN KCU (S1)-LS,1,LS 29,1.5
CITROEN KCU (S1)-LS,1,LS 67,1
CITROEN EEN (S1)-LS,1,LS 90,88.3
CITROEN EEN (S1)-LS,1,LS 67,10.3
CITROEN EEN (S1)-LS,1,LS 20,1.1
CITROEN EEN (S1)-LS,1,LS 61,0.3
CITROEN ECS (S1)-LS,1,LS 90,96.7
CITROEN ECS (S1)-LS,1,LS 67,2.2
CITROEN ECS (S1)-LS,1,LS 29,0.9
CITROEN ECS (S1)-LS,1,LS 61,0.2
CITROEN KCZ (S1)-LS,1,LS 90,96.6
CITROEN KCZ (S1)-LS,1,LS 49,2.4
CITROEN KCZ (S1)-LS,1,LS 20,0.5
CITROEN KCZ (S1)-LS,1,LS 67,0.5
CITROEN 058 (S1)-LS,1,LS 90,98.3
CITROEN 058 (S1)-LS,1,LS 67,0.9
CITROEN 058 (S1)-LS,1,LS 49,0.6
CITROEN 058 (S1)-LS,1,LS 29,0.2
CITROEN EWH (S1)-LS,1,LS 90,96.7
CITROEN EWH (S1)-LS,1,LS 20,1.6
CITROEN EWH (S1)-LS,1,LS 49,1.4
CITROEN EWH (S1)-LS,1,LS 67,0.3
CITROEN ECC (S1)-LS,1,LS 90,87.4
CITROEN ECC (S1)-LS,1,LS 67,7.1
CITROEN ECC (S1)-LS,1,LS 79,4.2
CITROEN ECC (S1)-LS,1,LS 20,1
CITROEN ECC (S1)-LS,1,LS 61,0.3
CITROEN LQU (S1)-LS,1,LS 82,44.9
CITROEN LQU (S1)-LS,1,LS 90,23.9
CITROEN LQU (S1)-LS,1,LS 74,18.6
CITROEN LQU (S1)-LS,1,LS 62,10.3
CITROEN LQU (S1)-LS,1,LS 20,2.3
CITROEN KNC (S1)-LS,1,LS 40,32.9
CITROEN KNC (S1)-LS,1,LS 44,22.4
CITROEN KNC (S1)-LS,1,LS 56,18.4
CITROEN KNC (S1)-LS,1,LS 99,17.2
CITROEN KNC (S1)-LS,1,LS 25,9.1
CITROEN ENN (S1)-LS,1,LS 44,60.2
CITROEN ENN (S1)-LS,1,LS 90,30.9
CITROEN ENN (S1)-LS,1,LS 30,3.4
CITROEN ENN (S1)-LS,1,LS 61,3.3
CITROEN ENN (S1)-LS,1,LS 25,2.2
CITROEN EWB (S1)-LS,1,LS 90,95.9
CITROEN EWB (S1)-LS,1,LS 20,2.2
CITROEN EWB (S1)-LS,1,LS 67,1.3
CITROEN EWB (S1)-LS,1,LS 59,0.6
CITROEN EWG (S1)-LS,1,LS 90,94.6
CITROEN EWG (S1)-LS,1,LS 79,2.7
CITROEN EWG (S1)-LS,1,LS 67,2
CITROEN EWG (S1)-LS,1,LS 20,0.7
CITROEN EWA (S1)-LS,1,LS 90,87.3
CITROEN EWA (S1)-LS,1,LS 67,5.9
CITROEN EWA (S1)-LS,1,LS 79,5.8
CITROEN EWA (S1)-LS,1,LS 20,1
CITROEN EWT (S1)-LS,1,LS 90,97.4
CITROEN EWT (S1)-LS,1,LS 20,1.3
CITROEN EWT (S1)-LS,1,LS 67,0.9
CITROEN EWT (S1)-LS,1,LS 62,0.4
CITROEN KWD (S1)-LS,1,LS 90,98.5
CITROEN KWD (S1)-LS,1,LS 67,0.9
CITROEN KWD (S1)-LS,1,LS 20,0.6
CITROEN EWM (S1)-LS,1,LS 90,98
CITROEN EWM (S1)-LS,1,LS 67,0.9
CITROEN EWM (S1)-LS,1,LS 29,0.6
CITROEN EWM (S1)-LS,1,LS 59,0.5
CITROEN ENS (S1)-LS,1,LS 90,56.1
CITROEN ENS (S1)-LS,1,LS 46,25.8
CITROEN ENS (S1)-LS,1,LS 40,16.5
CITROEN ENS (S1)-LS,1,LS 20,1.1
CITROEN ENS (S1)-LS,1,LS 88,0.5
CITROEN EGA (S1)-LS,1,LS 90,39.3
CITROEN EGA (S1)-LS,1,LS 46,27.5
CITROEN EGA (S1)-LS,1,LS 30,17.1
CITROEN EGA (S1)-LS,1,LS 88,16.1
CITROEN EMF (S1)-LS,1,LS 90,58.3
CITROEN EMF (S1)-LS,1,LS 46,39.1
CITROEN EMF (S1)-LS,1,LS 25,2.1
CITROEN EMF (S1)-LS,1,LS 61,0.5
CITROEN 067 (S1)-LS,1,LS 44,56.4
CITROEN 067 (S1)-LS,1,LS 90,35
CITROEN 067 (S1)-LS,1,LS 40,7.2
CITROEN 067 (S1)-LS,1,LS 25,1.4
CITROEN EHX (S1)-LS,1,LS 66,40.3
CITROEN EHX (S1)-LS,1,LS 74,39.1
CITROEN EHX (S1)-LS,1,LS 61,15.3
CITROEN EHX (S1)-LS,1,LS 67,5.3
CITROEN ENA (S1)-LS,1,LS 44,63.5
CITROEN ENA (S1)-LS,1,LS 90,12.7
CITROEN ENA (S1)-LS,1,LS 30,11.1
CITROEN ENA (S1)-LS,1,LS 25,7.1
CITROEN ENA (S1)-LS,1,LS 40,5.6
CITROEN EMJ (S1)-LS,1,LS 44,52.2
CITROEN EMJ (S1)-LS,1,LS 30,31.3
CITROEN EMJ (S1)-LS,1,LS 90,14.8
CITROEN EMJ (S1)-LS,1,LS 20,1.7
