SampleID,Layer,Component,Quantity
MITSUBISHI N98 (S1)-LS,1,LS 49,5
MITSUBISHI N98 (S1)-LS,1,LS 67,1
MITSUBISHI N98 (S1)-LS,1,LS 20,0.5
MITSUBISHI W16 (S1)-LS,1,LS 90,97.7
MITSUBISHI W16 (S1)-LS,1,LS 20,1.1
MITSUBISHI W16 (S1)-LS,1,LS 59,0.6
MITSUBISHI W16 (S1)-LS,1,LS 67,0.6
MITSUBISHI B96 (S1)-LS,1,LS 25,39.5
MITSUBISHI B96 (S1)-LS,1,LS 44,33.3
MITSUBISHI B96 (S1)-LS,1,LS 99,27.2
MITSUBISHI G66 (S1)-LS,1,LS 90,40.7
MITSUBISHI G66 (S1)-LS,1,LS 54,33.1
MITSUBISHI G66 (S1)-LS,1,LS 44,12
MITSUBISHI G66 (S1)-LS,1,LS 25,6.5
MITSUBISHI G66 (S1)-LS,1,LS 67,5.4
MITSUBISHI G66 (S1)-LS,1,LS 46,2.3
MITSUBISHI H08 (S1)-LS,1,LS 90,58.8
MITSUBISHI H08 (S1)-LS,1,LS 25,33.2
MITSUBISHI H08 (S1)-LS,1,LS 62,4
MITSUBISHI H08 (S1)-LS,1,LS 56,3
MITSUBISHI H08 (S1)-LS,1,LS 66,1
MITSUBISHI W41 (S1)-LS,1,LS 90,97.4
MITSUBISHI W41 (S1)-LS,1,LS 79,1.8
MITSUBISHI W41 (S1)-LS,1,LS 67,0.6
MITSUBISHI W41 (S1)-LS,1,LS 20,0.2
MITSUBISHI A61 (S1)-LS,1,LS 90,72
MITSUBISHI A61 (S1)-LS,1,LS 49,12.5
MITSUBISHI A61 (S1)-LS,1,LS 67,8.3
MITSUBISHI A61 (S1)-LS,1,LS 25,7.2
NISSAN 805 (S1)-LS,1,LS 90,97
NISSAN 805 (S1)-LS,1,LS 67,2.2
NISSAN 805 (S1)-LS,1,LS 20,0.5
NISSAN 805 (S1)-LS,1,LS 61,0.3
NISSAN Z59 (S1)-LS,1,LS 90,89.4
NISSAN Z59 (S1)-LS,1,LS 67,8.9
NISSAN Z59 (S1)-LS,1,LS 20,1
NISSAN Z59 (S1)-LS,1,LS 79,0.7
NISSAN 729 (S1)-LS,1,LS 90,97.1
NISSAN 729 (S1)-LS,1,LS 20,1.8
NISSAN 729 (S1)-LS,1,LS 67,1.1
NISSAN FJ0 (S1)-LS,1,LS 90,74.6
NISSAN FJ0 (S1)-LS,1,LS 67,12
NISSAN FJ0 (S1)-LS,1,LS 25,7.6
NISSAN FJ0 (S1)-LS,1,LS 44,5.8
NISSAN TD1 (S1)-LS,1,LS 40,42.7
NISSAN TD1 (S1)-LS,1,LS 90,42.1
NISSAN TD1 (S1)-LS,1,LS 88,13.4
NISSAN TD1 (S1)-LS,1,LS 25,1.8
NISSAN EH0 (S1)-LS,1,LS 90,63.6
NISSAN EH0 (S1)-LS,1,LS 67,19.3
NISSAN EH0 (S1)-LS,1,LS 25,14.8
NISSAN EH0 (S1)-LS,1,LS 77,2.3
NISSAN 928 (S1)-LS,1,LS 90,77.7
NISSAN 928 (S1)-LS,1,LS 67,19.6
NISSAN 928 (S1)-LS,1,LS 25,2.1
NISSAN 928 (S1)-LS,1,LS 77,0.6
NISSAN 451 (S1)-LS,1,LS 90,60.3
NISSAN 451 (S1)-LS,1,LS 67,36.3
NISSAN 451 (S1)-LS,1,LS 25,3.1
NISSAN 451 (S1)-LS,1,LS 77,0.3
NISSAN ZC2 (S1)-LS,1,LS 61,78.3
NISSAN ZC2 (S1)-LS,1,LS 67,11.8
NISSAN ZC2 (S1)-LS,1,LS 62,6.6
NISSAN ZC2 (S1)-LS,1,LS 66,3.3
HONDA Y50 (S1)-LS,1,LS 90,50.7
HONDA Y50 (S1)-LS,1,LS 67,26.9
HONDA Y50 (S1)-LS,1,LS 61,14.6
HONDA Y50 (S1)-LS,1,LS 79,5.8
HONDA Y50 (S1)-LS,1,LS 20,2
HONDA Y53 (S1)-LS,1,LS 61,71.9
HONDA Y53 (S1)-LS,1,LS 67,16.9
HONDA Y53 (S1)-LS,1,LS 90,6.7
HONDA Y53 (S1)-LS,1,LS 66,4.5
HONDA RB70 (S1)-LS,1,LS 90,56.4
HONDA RB70 (S1)-LS,1,LS 40,16.1
HONDA RB70 (S1)-LS,1,LS 46,10.3
HONDA RB70 (S1)-LS,1,LS 20,8.7
HONDA RB70 (S1)-LS,1,LS 30,8.5
HONDA R85 (S1)-LS,1,LS 90,45.2
HONDA R85 (S1)-LS,1,LS 82,29.4
HONDA R85 (S1)-LS,1,LS 74,15.2
HONDA R85 (S1)-LS,1,LS 86,10.2
HONDA R90 (S1)-LS,1,LS 82,47.3
HONDA R90 (S1)-LS,1,LS 74,26.3
HONDA R90 (S1)-LS,1,LS 88,19.3
HONDA R90 (S1)-LS,1,LS 90,4.6
HONDA R90 (S1)-LS,1,LS 25,2.5
HONDA R37 (S1)-LS,1,LS 74,41.7
HONDA R37 (S1)-LS,1,LS 86,34
HONDA R37 (S1)-LS,1,LS 82,14.6
HONDA R37 (S1)-LS,1,LS 90,7.3
HONDA R37 (S1)-LS,1,LS 20,2.4
NISSAN Z84 (S1)-LS,1,LS 90,35
NISSAN Z84 (S1)-LS,1,LS 62,32.6
NISSAN Z84 (S1)-LS,1,LS 61,22.7
NISSAN Z84 (S1)-LS,1,LS 79,6.4
NISSAN Z84 (S1)-LS,1,LS 66,2.5
NISSAN Z84 (S1)-LS,1,LS 67,0.8
HONDA NH519 (S1)-LS,1,LS 90,96.5
HONDA NH519 (S1)-LS,1,LS 67,1.8
HONDA NH519 (S1)-LS,1,LS 20,1.2
HONDA NH519 (S1)-LS,1,LS 59,0.5
HONDA NH82 (S1)-LS,1,LS 90,96.2
HONDA NH82 (S1)-LS,1,LS 59,1.8
HONDA NH82 (S1)-LS,1,LS 67,1.4
HONDA NH82 (S1)-LS,1,LS 20,0.6
HONDA NH565 (S1)-LS,1,LS 90,96.9
HONDA NH565 (S1)-LS,1,LS 69,1.7
HONDA NH565 (S1)-LS,1,LS 29,1.1
HONDA NH565 (S1)-LS,1,LS 59,0.3
HONDA NH569 (S1)-LS,1,LS 90,96.7
HONDA NH569 (S1)-LS,1,LS 20,1.6
HONDA NH569 (S1)-LS,1,LS 67,1.1
HONDA NH569 (S1)-LS,1,LS 49,0.6
HONDA NH540 (S1)-LS,1,LS 90,96.9
HONDA NH540 (S1)-LS,1,LS 20,1.4
HONDA NH540 (S1)-LS,1,LS 67,1.3
HONDA NH540 (S1)-LS,1,LS 59,0.4
HONDA B94 (S1)-LS,1,LS 44,58.4
HONDA B94 (S1)-LS,1,LS 25,14.7
HONDA B94 (S1)-LS,1,LS 99,12
HONDA B94 (S1)-LS,1,LS 30,8.6
HONDA B94 (S1)-LS,1,LS 56,6.3
HONDA NH538 (S1)-LS,1,LS 90,92.5
HONDA NH538 (S1)-LS,1,LS 49,5.6
HONDA NH538 (S1)-LS,1,LS 20,1.4
HONDA NH538 (S1)-LS,1,LS 67,0.5
HONDA B32 (S1)-LS,1,LS 46,77.7
HONDA B32 (S1)-LS,1,LS 20,9.7
HONDA B32 (S1)-LS,1,LS 56,9.3
HONDA B32 (S1)-LS,1,LS 90,3.3
HONDA B580 (S1)-LS,1,LS 44,75.5
HONDA B580 (S1)-LS,1,LS 25,21.9
HONDA B580 (S1)-LS,1,LS 90,2.6
HONDA B38 (S1)-LS,1,LS 44,84
HONDA B38 (S1)-LS,1,LS 25,10
HONDA B38 (S1)-LS,1,LS 90,5.3
HONDA B38 (S1)-LS,1,LS 30,0.7
HONDA B82 (S1)-LS,1,LS 44,66.2
HONDA B82 (S1)-LS,1,LS 90,24.9
HONDA B82 (S1)-LS,1,LS 20,4.8
HONDA B82 (S1)-LS,1,LS 30,4.1
HONDA Y51 (S1)-LS,1,LS 90,94.1
HONDA Y51 (S1)-LS,1,LS 62,4.9
HONDA Y51 (S1)-LS,1,LS 20,0.5
HONDA Y51 (S1)-LS,1,LS 66,0.5
HONDA Y58 (S1)-LS,1,LS 90,58.2
HONDA Y58 (S1)-LS,1,LS 61,24.9
HONDA Y58 (S1)-LS,1,LS 67,14.6
HONDA Y58 (S1)-LS,1,LS 29,1.5
HONDA Y58 (S1)-LS,1,LS 66,0.8
HONDA BG24 (S1)-LS,1,LS 90,87.3
HONDA BG24 (S1)-LS,1,LS 54,6.4
HONDA BG24 (S1)-LS,1,LS 46,4.8
HONDA BG24 (S1)-LS,1,LS 44,1
HONDA BG24 (S1)-LS,1,LS 20,0.5
HONDA GY9 (S1)-LS,1,LS 62,30.4
HONDA GY9 (S1)-LS,1,LS 99,24
HONDA GY9 (S1)-LS,1,LS 56,21.6
HONDA GY9 (S1)-LS,1,LS 61,15.5
HONDA GY9 (S1)-LS,1,LS 54,8.3
HONDA GY9 (S1)-LS,1,LS 66,0.2
HONDA Y54 (S1)-LS,1,LS 90,41.1
HONDA Y54 (S1)-LS,1,LS 67,36.6
HONDA Y54 (S1)-LS,1,LS 61,21
HONDA Y54 (S1)-LS,1,LS 20,1.3
HONDA G76 (S1)-LS,1,LS 46,48.8
HONDA G76 (S1)-LS,1,LS 25,33
HONDA G76 (S1)-LS,1,LS 44,11.3
HONDA G76 (S1)-LS,1,LS 61,6.9
HONDA RP17 (S1)-LS,1,LS 85,59.4
HONDA RP17 (S1)-LS,1,LS 90,35.4
HONDA RP17 (S1)-LS,1,LS 88,2.6
HONDA RP17 (S1)-LS,1,LS 86,2.6
HONDA R513 (S1)-LS,1,LS 82,51.7
HONDA R513 (S1)-LS,1,LS 86,37.2
HONDA R513 (S1)-LS,1,LS 99,10
HONDA R513 (S1)-LS,1,LS 20,1.1
HONDA R501 (S1)-LS,1,LS 86,37.3
HONDA R501 (S1)-LS,1,LS 82,28.9
HONDA R501 (S1)-LS,1,LS 74,20.7
HONDA R501 (S1)-LS,1,LS 90,12.7
HONDA R501 (S1)-LS,1,LS 29,0.4
HONDA R80 (S1)-LS,1,LS 86,39.3
HONDA R80 (S1)-LS,1,LS 74,30.9
HONDA R80 (S1)-LS,1,LS 99,19.3
HONDA R80 (S1)-LS,1,LS 82,8.9
HONDA R80 (S1)-LS,1,LS 29,1.6
HONDA R46 (S1)-LS,1,LS 86,50.5
HONDA R46 (S1)-LS,1,LS 74,22.9
HONDA R46 (S1)-LS,1,LS 99,13
HONDA R46 (S1)-LS,1,LS 77,9.8
HONDA R46 (S1)-LS,1,LS 82,3.8
HONDA YR88 (S1)-LS,1,LS 90,82.8
HONDA YR88 (S1)-LS,1,LS 67,8.4
HONDA YR88 (S1)-LS,1,LS 79,7.8
HONDA YR88 (S1)-LS,1,LS 20,1
HONDA Y63 (S1)-LS,1,LS 90,91.3
HONDA Y63 (S1)-LS,1,LS 62,4.1
HONDA Y63 (S1)-LS,1,LS 67,3.5
HONDA Y63 (S1)-LS,1,LS 20,1.1
HONDA Y48 (S1)-LS,1,LS 90,73.4
HONDA Y48 (S1)-LS,1,LS 67,18.1
HONDA Y48 (S1)-LS,1,LS 25,8.1
HONDA Y48 (S1)-LS,1,LS 61,0.4
HONDA YR58 (S1)-LS,1,LS 90,70.3
HONDA YR58 (S1)-LS,1,LS 67,23.5
HONDA YR58 (S1)-LS,1,LS 25,5.1
HONDA YR58 (S1)-LS,1,LS 77,1.1
HONDA NMZ (S1)-LS,1,LS 90,92.2
HONDA NMZ (S1)-LS,1,LS 49,4.4
HONDA NMZ (S1)-LS,1,LS 67,2.3
HONDA NMZ (S1)-LS,1,LS 20,1.1
HONDA NH0 (S1)-LS,1,LS 90,98
HONDA NH0 (S1)-LS,1,LS 67,1.4
HONDA NH0 (S1)-LS,1,LS 20,0.6
HONDA B70 (S1)-LS,1,LS 40,43.7
HONDA B70 (S1)-LS,1,LS 54,40.8
HONDA B70 (S1)-LS,1,LS 44,10.3
HONDA B70 (S1)-LS,1,LS 90,3.3
HONDA B70 (S1)-LS,1,LS 29,1.9
HONDA B24 (S1)-LS,1,LS 90,87.4
HONDA B24 (S1)-LS,1,LS 44,9.7
HONDA B24 (S1)-LS,1,LS 20,1.7
HONDA B24 (S1)-LS,1,LS 30,1.2
HONDA NH61 (S1)-LS,1,LS 90,94.8
HONDA NH61 (S1)-LS,1,LS 67,2.4
HONDA NH61 (S1)-LS,1,LS 59,1.3
HONDA NH61 (S1)-LS,1,LS 49,1.1
HONDA NH61 (S1)-LS,1,LS 20,0.4
HONDA NH854 (S1)-LS,1,LS 90,98.4
HONDA NH854 (S1)-LS,1,LS 29,1.3
HONDA NH854 (S1)-LS,1,LS 69,0.3
HONDA RP22 (S1)-LS,1,LS 90,82.1
HONDA RP22 (S1)-LS,1,LS 79,11.2
HONDA RP22 (S1)-LS,1,LS 88,4.9
HONDA RP22 (S1)-LS,1,LS 30,1.8
HONDA R63-4 (S1)-LS,1,LS 82,70.5
HONDA R63-4 (S1)-LS,1,LS 86,13.1
HONDA R63-4 (S1)-LS,1,LS 77,10.3
HONDA R63-4 (S1)-LS,1,LS 90,5.5
HONDA R63-4 (S1)-LS,1,LS 20,0.6
HONDA R510 (S1)-LS,1,LS 82,57.1
HONDA R510 (S1)-LS,1,LS 86,40.8
HONDA R510 (S1)-LS,1,LS 20,1.5
HONDA R510 (S1)-LS,1,LS 99,0.6
HONDA R559 (S1)-LS,1,LS 82,76.4
HONDA R559 (S1)-LS,1,LS 86,15.3
HONDA R559 (S1)-LS,1,LS 85,5
HONDA R559 (S1)-LS,1,LS 90,3.3
HONDA R570 (S1)-LS,1,LS 86,67.2
HONDA R570 (S1)-LS,1,LS 82,28.6
HONDA R570 (S1)-LS,1,LS 90,2.6
HONDA R570 (S1)-LS,1,LS 20,1.6
HONDA R97 (S1)-LS,1,LS 86,48.6
HONDA R97 (S1)-LS,1,LS 82,29.6
HONDA R97 (S1)-LS,1,LS 99,19.6
HONDA R97 (S1)-LS,1,LS 20,2.2
HONDA R39 (S1)-LS,1,LS 86,38.5
HONDA R39 (S1)-LS,1,LS 74,25.9
HONDA R39 (S1)-LS,1,LS 67,16
HONDA R39 (S1)-LS,1,LS 82,11.2
HONDA R39 (S1)-LS,1,LS 99,8.4
HONDA R94 (S1)-LS,1,LS 88,49.4
HONDA R94 (S1)-LS,1,LS 82,28.6
HONDA R94 (S1)-LS,1,LS 74,12.2
HONDA R94 (S1)-LS,1,LS 99,8.8
HONDA R94 (S1)-LS,1,LS 20,1
HONDA R51 (S1)-LS,1,LS 86,57.6
HONDA R51 (S1)-LS,1,LS 74,30.3
HONDA R51 (S1)-LS,1,LS 82,7.1
HONDA R51 (S1)-LS,1,LS 90,4.2
HONDA R51 (S1)-LS,1,LS 20,0.8
HONDA R564 (S1)-LS,1,LS 82,52.3
HONDA R564 (S1)-LS,1,LS 86,25.5
HONDA R564 (S1)-LS,1,LS 88,19.2
HONDA R564 (S1)-LS,1,LS 90,2
HONDA R564 (S1)-LS,1,LS 20,1
HONDA 756 (S1)-LS,1,LS 86,40
HONDA 756 (S1)-LS,1,LS 74,34.1
HONDA 756 (S1)-LS,1,LS 99,13.9
HONDA 756 (S1)-LS,1,LS 82,9.4
HONDA 756 (S1)-LS,1,LS 20,2.6
HONDA GY31 (S1)-LS,1,LS 90,57.4
HONDA GY31 (S1)-LS,1,LS 61,38.9
HONDA GY31 (S1)-LS,1,LS 20,3.4
HONDA GY31 (S1)-LS,1,LS 54,0.3
HONDA YR12 (S1)-LS,1,LS 61,35.6
HONDA YR12 (S1)-LS,1,LS 66,35.5
HONDA YR12 (S1)-LS,1,LS 74,18.7
HONDA YR12 (S1)-LS,1,LS 90,8
HONDA YR12 (S1)-LS,1,LS 20,2.2
HONDA Y56 (S1)-LS,1,LS 61,59.4
HONDA Y56 (S1)-LS,1,LS 90,30.4
HONDA Y56 (S1)-LS,1,LS 66,9.6
HONDA Y56 (S1)-LS,1,LS 20,0.6
HONDA B609 (S1)-LS,1,LS 90,84.4
HONDA B609 (S1)-LS,1,LS 20,8
HONDA B609 (S1)-LS,1,LS 67,4.3
HONDA B609 (S1)-LS,1,LS 44,3.3
HONDA G61 (S1)-LS,1,LS 54,65.2
HONDA G61 (S1)-LS,1,LS 46,16.1
HONDA G61 (S1)-LS,1,LS 90,12.7
HONDA G61 (S1)-LS,1,LS 61,4.9
HONDA G61 (S1)-LS,1,LS 20,1.1
HONDA Y45 (S1)-LS,1,LS 61,57.2
HONDA Y45 (S1)-LS,1,LS 67,25.7
HONDA Y45 (S1)-LS,1,LS 90,12
HONDA Y45 (S1)-LS,1,LS 62,4.5
HONDA Y45 (S1)-LS,1,LS 20,0.6
HONDA B521 (S1)-LS,1,LS 90,82.9
HONDA B521 (S1)-LS,1,LS 59,11.8
HONDA B521 (S1)-LS,1,LS 25,3.3
HONDA B521 (S1)-LS,1,LS 44,2
HONDA YR585 (S1)-LS,1,LS 67,57.3
HONDA YR585 (S1)-LS,1,LS 74,15.1
HONDA YR585 (S1)-LS,1,LS 77,12
HONDA YR585 (S1)-LS,1,LS 86,8.9
HONDA YR585 (S1)-LS,1,LS 62,6.7
HONDA YR617 (S1)-LS,1,LS 90,79.8
HONDA YR617 (S1)-LS,1,LS 67,12.4
HONDA YR617 (S1)-LS,1,LS 79,4.5
HONDA YR617 (S1)-LS,1,LS 25,3
HONDA YR617 (S1)-LS,1,LS 49,0.3
HONDA YR54 (S1)-LS,1,LS 90,80.8
HONDA YR54 (S1)-LS,1,LS 67,16
HONDA YR54 (S1)-LS,1,LS 77,1.8
HONDA YR54 (S1)-LS,1,LS 25,1.4
HONDA BG19 (S1)-LS,1,LS 90,80.9
HONDA BG19 (S1)-LS,1,LS 56,13
HONDA BG19 (S1)-LS,1,LS 44,5.4
HONDA BG19 (S1)-LS,1,LS 20,0.7
HONDA 833 (S1)-LS,1,LS 44,55.7
HONDA 833 (S1)-LS,1,LS 25,32.2
HONDA 833 (S1)-LS,1,LS 30,9
HONDA 833 (S1)-LS,1,LS 90,3.1
MERCEDES 373 (S1)-LS,1,LS 44,69.6
MERCEDES 373 (S1)-LS,1,LS 30,12.7
MERCEDES 373 (S1)-LS,1,LS 85,9.3
MERCEDES 373 (S1)-LS,1,LS 90,8.4
MERCEDES 815 (S1)-LS,1,LS 25,37.8
MERCEDES 815 (S1)-LS,1,LS 90,22
MERCEDES 815 (S1)-LS,1,LS 67,21.3
MERCEDES 815 (S1)-LS,1,LS 54,18.9
MERCEDES 737 (S1)-LS,1,LS 90,51.1
MERCEDES 737 (S1)-LS,1,LS 25,48.4
MERCEDES 737 (S1)-LS,1,LS 77,0.5
MERCEDES 752 (S1)-LS,1,LS 90,83.1
MERCEDES 752 (S1)-LS,1,LS 20,16.4
MERCEDES 752 (S1)-LS,1,LS 67,0.3
MERCEDES 752 (S1)-LS,1,LS 77,0.2
MERCEDES 9215 (S1)-LS,1,LS 90,96.8
MERCEDES 9215 (S1)-LS,1,LS 67,1.6
MERCEDES 9215 (S1)-LS,1,LS 79,1
MERCEDES 9215 (S1)-LS,1,LS 20,0.6
MERCEDES 928 (S1)-LS,1,LS 46,60.5
MERCEDES 928 (S1)-LS,1,LS 90,35.9
MERCEDES 928 (S1)-LS,1,LS 20,1.9
MERCEDES 928 (S1)-LS,1,LS 54,1.7
MERCEDES 439 (S1)-LS,1,LS 90,79.8
MERCEDES 439 (S1)-LS,1,LS 67,15.1
MERCEDES 439 (S1)-LS,1,LS 20,4.1
MERCEDES 439 (S1)-LS,1,LS 77,1
MERCEDES 738 (S1)-LS,1,LS 90,97.2
MERCEDES 738 (S1)-LS,1,LS 67,2.3
MERCEDES 738 (S1)-LS,1,LS 20,0.4
MERCEDES 738 (S1)-LS,1,LS 44,0.1
MERCEDES 949 (S1)-LS,1,LS 44,57.2
MERCEDES 949 (S1)-LS,1,LS 90,24.3
MERCEDES 949 (S1)-LS,1,LS 20,11.3
MERCEDES 949 (S1)-LS,1,LS 54,6.5
MERCEDES 949 (S1)-LS,1,LS 61,0.7
MERCEDES 534 (S1)-LS,1,LS 74,53.8
MERCEDES 534 (S1)-LS,1,LS 82,20.8
MERCEDES 534 (S1)-LS,1,LS 85,15.2
MERCEDES 534 (S1)-LS,1,LS 90,8
MERCEDES 534 (S1)-LS,1,LS 20,2.2
MERCEDES 590 (S1)-LS,1,LS 86,52.1
MERCEDES 590 (S1)-LS,1,LS 82,17.9
MERCEDES 590 (S1)-LS,1,LS 99,11.8
MERCEDES 590 (S1)-LS,1,LS 77,11.1
MERCEDES 590 (S1)-LS,1,LS 74,7.1
MERCEDES 381 (S1)-LS,1,LS 88,37.1
MERCEDES 381 (S1)-LS,1,LS 86,35.9
MERCEDES 381 (S1)-LS,1,LS 90,17.3
MERCEDES 381 (S1)-LS,1,LS 85,6.2
MERCEDES 381 (S1)-LS,1,LS 25,3.5
MERCEDES 540 (S1)-LS,1,LS 88,72.8
MERCEDES 540 (S1)-LS,1,LS 77,21.5
MERCEDES 540 (S1)-LS,1,LS 25,3.9
MERCEDES 540 (S1)-LS,1,LS 99,1.8
MERCEDES 2502 (S1)-LS,1,LS 74,82
MERCEDES 2502 (S1)-LS,1,LS 85,9
MERCEDES 2502 (S1)-LS,1,LS 90,8.5
MERCEDES 2502 (S1)-LS,1,LS 29,0.5
MERCEDES 582 (S1)-LS,1,LS 86,79.1
MERCEDES 582 (S1)-LS,1,LS 67,8.3
MERCEDES 582 (S1)-LS,1,LS 90,6.2
MERCEDES 582 (S1)-LS,1,LS 85,4.1
MERCEDES 582 (S1)-LS,1,LS 29,2.3
MERCEDES 623 (S1)-LS,1,LS 90,90.6
MERCEDES 623 (S1)-LS,1,LS 67,7.9
MERCEDES 623 (S1)-LS,1,LS 20,1.5
MERCEDES 1238 (S1)-LS,1,LS 90,51.8
MERCEDES 1238 (S1)-LS,1,LS 62,24.5
MERCEDES 1238 (S1)-LS,1,LS 61,8.4
MERCEDES 1238 (S1)-LS,1,LS 66,7.2
MERCEDES 1238 (S1)-LS,1,LS 67,4.1
MERCEDES 1238 (S1)-LS,1,LS 74,3.1
MERCEDES 1238 (S1)-LS,1,LS 20,0.9
MERCEDES 1250 (S1)-LS,1,LS 90,81.5
MERCEDES 1250 (S1)-LS,1,LS 67,7.7
MERCEDES 1250 (S1)-LS,1,LS 62,7.4
MERCEDES 1250 (S1)-LS,1,LS 59,3.4
MERCEDES 594 (S1)-LS,1,LS 82,45.2
MERCEDES 594 (S1)-LS,1,LS 85,32
MERCEDES 594 (S1)-LS,1,LS 62,15.6
MERCEDES 594 (S1)-LS,1,LS 20,3.7
MERCEDES 594 (S1)-LS,1,LS 90,3.5
MERCEDES 691 (S1)-LS,1,LS 90,78.8
MERCEDES 691 (S1)-LS,1,LS 61,13.6
MERCEDES 691 (S1)-LS,1,LS 67,7.3
MERCEDES 691 (S1)-LS,1,LS 20,0.3
MERCEDES 586 (S1)-LS,1,LS 82,64.3
MERCEDES 586 (S1)-LS,1,LS 86,27.1
MERCEDES 586 (S1)-LS,1,LS 90,3.1
MERCEDES 586 (S1)-LS,1,LS 74,3
MERCEDES 586 (S1)-LS,1,LS 20,2.5
MERCEDES 751 (S1)-LS,1,LS 90,73.1
MERCEDES 751 (S1)-LS,1,LS 25,18.6
MERCEDES 751 (S1)-LS,1,LS 20,7.4
MERCEDES 751 (S1)-LS,1,LS 67,0.9
MERCEDES 149 (S1)-LS,1,LS 90,99.2
MERCEDES 149 (S1)-LS,1,LS 20,0.5
MERCEDES 149 (S1)-LS,1,LS 67,0.3
MERCEDES 476 (S1)-LS,1,LS 25,31.8
MERCEDES 476 (S1)-LS,1,LS 77,24.1
MERCEDES 476 (S1)-LS,1,LS 62,20.3
MERCEDES 476 (S1)-LS,1,LS 66,13.8
MERCEDES 476 (S1)-LS,1,LS 90,10
MERCEDES 690 (S1)-LS,1,LS 90,53.3
MERCEDES 690 (S1)-LS,1,LS 67,42.1
MERCEDES 690 (S1)-LS,1,LS 20,3
MERCEDES 690 (S1)-LS,1,LS 77,1.6
MERCEDES 5856 (S1)-LS,1,LS 90,56.1
MERCEDES 5856 (S1)-LS,1,LS 56,19.1
MERCEDES 5856 (S1)-LS,1,LS 46,16.4
MERCEDES 5856 (S1)-LS,1,LS 20,8.4
MERCEDES 501 (S1)-LS,1,LS 77,40.2
MERCEDES 501 (S1)-LS,1,LS 88,37.8
MERCEDES 501 (S1)-LS,1,LS 25,18.3
MERCEDES 501 (S1)-LS,1,LS 99,3.7
MERCEDES 900 (S1)-LS,1,LS 44,63.3
MERCEDES 900 (S1)-LS,1,LS 25,24.3
MERCEDES 900 (S1)-LS,1,LS 90,9.8
MERCEDES 900 (S1)-LS,1,LS 30,2.6
MERCEDES 1914 (S1)-LS,1,LS 61,39.8
MERCEDES 1914 (S1)-LS,1,LS 67,34.5
MERCEDES 1914 (S1)-LS,1,LS 90,25.5
MERCEDES 1914 (S1)-LS,1,LS 66,0.2
MERCEDES 681 (S1)-LS,1,LS 90,72.5
MERCEDES 681 (S1)-LS,1,LS 67,17.8
MERCEDES 681 (S1)-LS,1,LS 61,7.6
MERCEDES 681 (S1)-LS,1,LS 77,1.4
MERCEDES 681 (S1)-LS,1,LS 20,0.7
MERCEDES 684 (S1)-LS,1,LS 90,72.8
MERCEDES 684 (S1)-LS,1,LS 67,12.2
MERCEDES 684 (S1)-LS,1,LS 25,8.3
MERCEDES 684 (S1)-LS,1,LS 61,5.1
MERCEDES 684 (S1)-LS,1,LS 86,1.6
MERCEDES 114 (S1)-LS,1,LS 90,57.5
MERCEDES 114 (S1)-LS,1,LS 20,29.3
MERCEDES 114 (S1)-LS,1,LS 67,12.5
MERCEDES 114 (S1)-LS,1,LS 46,0.7
MERCEDES 241 (S1)-LS,1,LS 90,39.4
MERCEDES 241 (S1)-LS,1,LS 67,28.2
MERCEDES 241 (S1)-LS,1,LS 62,27.3
MERCEDES 241 (S1)-LS,1,LS 74,5.1
MERCEDES 685 (S1)-LS,1,LS 61,61.5
MERCEDES 685 (S1)-LS,1,LS 66,21.3
MERCEDES 685 (S1)-LS,1,LS 90,16.4
MERCEDES 685 (S1)-LS,1,LS 20,0.5
MERCEDES 685 (S1)-LS,1,LS 77,0.3
MERCEDES 158 (S1)-LS,1,LS 90,84.8
MERCEDES 158 (S1)-LS,1,LS 67,8.5
MERCEDES 158 (S1)-LS,1,LS 20,6.4
MERCEDES 158 (S1)-LS,1,LS 77,0.3
MERCEDES 568 (S1)-LS,1,LS 74,45.2
MERCEDES 568 (S1)-LS,1,LS 86,44.7
MERCEDES 568 (S1)-LS,1,LS 99,9.5
MERCEDES 568 (S1)-LS,1,LS 20,0.6
MERCEDES 651 (S1)-LS,1,LS 90,45.6
MERCEDES 651 (S1)-LS,1,LS 20,27.9
MERCEDES 651 (S1)-LS,1,LS 67,22.4
MERCEDES 651 (S1)-LS,1,LS 74,4.1
MERCEDES 624 (S1)-LS,1,LS 90,53.3
MERCEDES 624 (S1)-LS,1,LS 67,25.5
MERCEDES 624 (S1)-LS,1,LS 62,19.6
MERCEDES 624 (S1)-LS,1,LS 66,1.2
MERCEDES 624 (S1)-LS,1,LS 20,0.4
MERCEDES 2603 (S1)-LS,1,LS 61,29.8
MERCEDES 2603 (S1)-LS,1,LS 74,25.6
MERCEDES 2603 (S1)-LS,1,LS 66,25.4
MERCEDES 2603 (S1)-LS,1,LS 90,18.6
MERCEDES 2603 (S1)-LS,1,LS 20,0.6
MERCEDES 516 (S1)-LS,1,LS 86,77.1
MERCEDES 516 (S1)-LS,1,LS 77,10.8
MERCEDES 516 (S1)-LS,1,LS 25,8
MERCEDES 516 (S1)-LS,1,LS 90,4.1
MERCEDES 576 (S1)-LS,1,LS 86,58.9
MERCEDES 576 (S1)-LS,1,LS 77,24.4
MERCEDES 576 (S1)-LS,1,LS 25,9.4
MERCEDES 576 (S1)-LS,1,LS 90,7.3
