SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Coarseness,
DAEWOO 52U (S1)-LS,DAEWOO,52U,HIGHWAY YELLOW,NA,
DAEWOO 53L (S1)-LS,DAEWOO,53L,JAMAICA YELLOW,NA,
DAEWOO G4C (S1)-LS,DAEWOO,G4C,ROYAL SOLID BLUE,NA,
DAEWOO SW1 (S1)-LS,DAEWOO,SW1,SUPERIOR WHITE,NA,
DAEWOO TB0 (S1)-LS,DAEWOO,TB0,ASTRO BLUE,NA,
DAEWOO 57L (S1)-LS,DAEWOO,57L,TWINKLE BEIGE,NA,
DAEWOO 21L- (S1)-LS,DAEWOO,21L,DARK SAPPHIRE,NA,
DAIHATSU R19 (S1)-LS,DAIHATSU,R19,PURE RED,NA,
DAIHATSU R48 (S1)-LS,DAIHATSU,R48,MISTIK RED,NA,
DAIHATSU R40 (S1)-LS,DAIHATSU,R40,RED,NA,
DAIHATSU 3E7 (S1)-LS,DAIHATSU,3E7,RED,NA,
DAIHATSU R29 (S1)-LS,DAIHATSU,R29,RED,NA,
DAIHATSU R12 (S1)-LS,DAIHATSU,R12,GARNET RED,NA,
DAIHATSU B33 (S1)-LS,DAIHATSU,B33,BLUE RIVER,NA,
DAIHATSU 038 (S1)-LS,DAIHATSU,038,WHITE IMPULSE,NA,
DAIHATSU B29 (S1)-LS,DAIHATSU,B29,SLATE BLUE,NA,
DAIHATSU B17 (S1)-LS,DAIHATSU,B17,NAVY BLUE,NA,
DAIHATSU G13 (S1)-LS,DAIHATSU,G13,FOREST GREEN,NA,
DAIHATSU 541 (S1)-LS,DAIHATSU,541,YELLOW,NA,
DAIHATSU Y02 (S1)-LS,DAIHATSU,Y02,YELLOW,NA,
DAIHATSU B07 (S1)-LS,DAIHATSU,B07,BLUE,NA,
DAIHATSU G09 (S1)-LS,DAIHATSU,G09,GREEN,NA,
DAIHATSU G05 (S1)-LS,DAIHATSU,G05,GREEN,NA,
DAIHATSU B09 (S1)-LS,DAIHATSU,B09,BLUE,NA,
DAIHATSU G21 (S1)-LS,DAIHATSU,G21,GREEN RIMIZ,NA,
DAIHATSU B13 (S1)-LS,DAIHATSU,B13,BLUE,NA,
DAIHATSU 8E5 (S1)-LS,DAIHATSU,8E5,BLUE,NA,
DAIHATSU P03 (S1)-LS,DAIHATSU,P03,LAVENDER,NA,
DAIHATSU G07 (S1)-LS,DAIHATSU,G07,AQUAMARINE,NA,
DAIHATSU 3D3 (S1)-LS,DAIHATSU,3D3,ORANGE,NA,
DAIHATSU R06 (S1)-LS,DAIHATSU,R06,HIGHSPEED RED,NA,
DAIHATSU R14 (S1)-LS,DAIHATSU,R14,RED,NA,
DAIHATSU R15 (S1)-LS,DAIHATSU,R15,DEEP RED,NA,
DAIHATSU R13 (S1)-LS,DAIHATSU,R13,RED,NA,
DAIHATSU R16 (S1)-LS,DAIHATSU,R16,RED,NA,
DAIHATSU 391 (S1)-LS,DAIHATSU,391,RED,NA,
DAIHATSU G10 (S1)-LS,DAIHATSU,G10,GREEN,NA,
DAIHATSU Y04 (S1)-LS,DAIHATSU,Y04,YELLOW,NA,
DAIHATSU Y06 (S1)-LS,DAIHATSU,Y06,MUSTARD YELLOW,NA,
DAIHATSU X14 (S1)-LS,DAIHATSU,X14,GLOSSY BLACK,NA,
DAIHATSU T08 (S1)-LS,DAIHATSU,T08,BEIGE,NA,
DAIHATSU 033 (S1)-LS,DAIHATSU,033,PURE WHITE,NA,
DAIHATSU 045 (S1)-LS,DAIHATSU,045,WHITE,NA,
DAIHATSU W13 (S1)-LS,DAIHATSU,W13,IVORY,NA,
DAIHATSU 156S (S1)-LS,DAIHATSU,156S,DARK GREY,NA,
FORD AMERICA W5 (S1)-LS,FORD AMERICA,W5,CERAMIC WHITE,NA,
FORD AMERICA V (S1)-LS,FORD AMERICA,V,CASINO CREAM,NA,
FORD AMERICA BZ (S1)-LS,FORD AMERICA,BZ,CHROME YELLOW,NA,
FORD AMERICA D3 (S1)-LS,FORD AMERICA,D3,COLORADO RED,NA,
FORD AMERICA EA (S1)-LS,FORD AMERICA,EA,CARDINAL RED,NA,
FORD AMERICA M (S1)-LS,FORD AMERICA,M,CORAL FLAME ,NA,
FORD AMERICA EC (S1)-LS,FORD AMERICA,EC,CURRANT RED,NA,
FORD AMERICA EU (S1)-LS,FORD AMERICA,EU,CANDYAPPLE RED,NA,
FORD AMERICA N (S1)-LS,FORD AMERICA,N,CORAL FLAME RED,NA,
FORD AMERICA CM (S1)-LS,FORD AMERICA,CM,BRIGHT TANGERINE,NA,
FORD AMERICA LK (S1)-LS,FORD AMERICA,LK,DARK BLUE,NA,
FORD AMERICA W (S1)-LS,FORD AMERICA,W,CORINTHIAN WHITE,NA,
FORD AMERICA 5T (S1)-LS,FORD AMERICA,5T,BRIGHT CARAMEL,NA,
FORD AMERICA U (S1)-LS,FORD AMERICA,U,BEIGE,NA,
FORD AMERICA ZM (S1)-LS,FORD AMERICA,ZM,COLONIAL WHITE,NA,
FORD AMERICA 3T (S1)-LS,FORD AMERICA,3T,BAHAMA BLUE,NA,
FORD AMERICA B (S1)-LS,FORD AMERICA,B,CARIBBEAN TURQUOISE,NA,
FORD AMERICA 6S (S1)-LS,FORD AMERICA,6S,CHROME YELLOW,NA,
FORD AMERICA 5F (S1)-LS,FORD AMERICA,5F,BRIGHT ORANGE,NA,
FORD AMERICA 2R (S1)-LS,FORD AMERICA,2R,BRIGHT RED,NA,
FORD AMERICA E7 (S1)-LS,FORD AMERICA,E7,DARK RUBY,NA,
FORD AMERICA F (S1)-LS,FORD AMERICA,F,CORAL,NA,
FORD AMERICA 6N (S1)-LS,FORD AMERICA,6N,BRIGHT YELLOW,NA,
FORD AMERICA L5 (S1)-LS,FORD AMERICA,L5,AZURE BLUE,NA,
FORD AMERICA K (S1)-LS,FORD AMERICA,K,BENGAL TAN,NA,
FORD AMERICA PF (S1)-LS,FORD AMERICA,PF,BRIGHT AQUA,NA,
FORD AMERICA C (S1)-LS,FORD AMERICA,C,BALTIC BLUE,NA,
FORD AMERICA AJ (S1)-LS,FORD AMERICA,AJ,ALABASTER,NA,
FORD AMERICA 8C (S1)-LS,FORD AMERICA,8C,CHAMOIS PASTEL,NA,
FORD AMERICA NG (S1)-LS,FORD AMERICA,NG,DARK BROWN,NA,
RENAULT 010 (S1)-LS,RENAULT,010,BEIGE,NA,
RENAULT 139 (S1)-LS,RENAULT,139,BEIGE CAMARGUE,NA,
RENAULT 329 (S1)-LS,RENAULT,329,BLANC ARCTIQUE,NA,
RENAULT 819 (S1)-LS,RENAULT,819,BLANC BRILLANT,NA,
RENAULT 810 (S1)-LS,RENAULT,810,BLANC PERLE,NA,
RENAULT 303 (S1)-LS,RENAULT,303,BLANC GARDENIA,NA,
RENAULT 170 (S1)-LS,RENAULT,170,BEIGE,NA,
RENAULT 144 (S1)-LS,RENAULT,144,BEIGE,NA,
RENAULT C75 (S1)-LS,RENAULT,C75,AZTEC RED,NA,
RENAULT 384 (S1)-LS,RENAULT,384,BLANC,NA,
RENAULT 348 (S1)-LS,RENAULT,348,BLANC,NA,
RENAULT QNE (S1)-LS,RENAULT,QNE,BLANC,NA,
RENAULT QXB (S1)-LS,RENAULT,QXB,BLANC,NA,
RENAULT 322 (S1)-LS,RENAULT,322,BLANC,NA,
RENAULT 163 (S1)-LS,RENAULT,163,BEIGE ATLAS,NA,
RENAULT 455 (S1)-LS,RENAULT,455,BLEU NUIT,NA,
RENAULT 369 (S1)-LS,RENAULT,369,BLANC GLACIER,NA,
RENAULT 531 (S1)-LS,RENAULT,531,BLANC IRIDIUM,NA,
RENAULT 430 (S1)-LS,RENAULT,430,AZUL,NA,
RENAULT 441 (S1)-LS,RENAULT,441,BLEU BRUME,NA,
RENAULT QNJ (S1)-LS,RENAULT,QNJ,BLANC CRISTAL,NA,
RENAULT 532 (S1)-LS,RENAULT,532,BLANC NAUTIQUE,NA,
RENAULT 499 (S1)-LS,RENAULT,499,BLEU COBALT,NA,
RENAULT 453 (S1)-LS,RENAULT,453,BLEU DANUBE,NA,
RENAULT 242 (S1)-LS,RENAULT,242,BLEU,NA,
RENAULT 429 (S1)-LS,RENAULT,429,BLEU DE SEVRES,NA,
RENAULT 488 (S1)-LS,RENAULT,488,BLEU CYAN,NA,
RENAULT A42 (S1)-LS,RENAULT,A42,BLEU GENTIANE,NA,
RENAULT 043 (S1)-LS,RENAULT,043,BLEU PTT IRLANDE,NA,
RENAULT RPC (S1)-LS,RENAULT,RPC,BLEU BERMUDES,NA,
RENAULT 049 (S1)-LS,RENAULT,049,BLEU PTT,NA,
RENAULT D46 (S1)-LS,RENAULT,D46,BLEU ANATOLE,NA,
RENAULT RPH (S1)-LS,RENAULT,RPH,BLEU AZUR,NA,
RENAULT 457 (S1)-LS,RENAULT,457,BLEU OUTREMER,NA,
RENAULT QNG (S1)-LS,RENAULT,QNG,BLANC MINERAL,NA,
RENAULT 300 (S1)-LS,RENAULT,300,BLANC KILIMANDJARO,NA,
RENAULT RPS (S1)-LS,RENAULT,RPS,BLEU CARAIBES,NA,
RENAULT 426 (S1)-LS,RENAULT,426,BLEU CIEL,NA,
RENAULT RPE (S1)-LS,RENAULT,RPE,BLEU MARINE FUME,NA,
RENAULT 114 (S1)-LS,RENAULT,114,GRIS ALPAGA,NA,
RENAULT 460 (S1)-LS,RENAULT,460,BLEU ROY,NA,
RENAULT 412 (S1)-LS,RENAULT,412,BLEU FJORD,NA,
RENAULT RPJ (S1)-LS,RENAULT,RPJ,BLEU DE FRANCE,NA,
RENAULT 464 (S1)-LS,RENAULT,464,BLEU ILE DE FRANCE,NA,
RENAULT RPP (S1)-LS,RENAULT,RPP,BLEU DRAGEE,NA,
RENAULT H46 (S1)-LS,RENAULT,H46,BLEU OMEGA,NA,
RENAULT D41 (S1)-LS,RENAULT,D41,BLEU MARIN,NA,
RENAULT 420 (S1)-LS,RENAULT,420,BLEU LAVANDE,NA,
RENAULT 61H (S1)-LS,RENAULT,61H,BLEU MARINE,NA,
RENAULT 548 (S1)-LS,RENAULT,548,BLEU MARINE,NA,
RENAULT 423 (S1)-LS,RENAULT,423,BLEU SAVIEM,NA,
RENAULT 544 (S1)-LS,RENAULT,544,BLEU TIBETAIN,NA,
RENAULT 109 (S1)-LS,RENAULT,109,GRIS ALPAGA,NA,
RENAULT 489 (S1)-LS,RENAULT,489,BLEU MYOSOTIS,NA,
RENAULT D34 (S1)-LS,RENAULT,D34,CLOUD WHITE,NA,
RENAULT 306 (S1)-LS,RENAULT,306,JAUNE ANIS,NA,
RENAULT 751 (S1)-LS,RENAULT,751,BOIS DE ROSE,NA,
RENAULT 771 (S1)-LS,RENAULT,771,BRIQUE,NA,
RENAULT KNT (S1)-LS,RENAULT,KNT,GRIS NUAGE,NA,
RENAULT A34 (S1)-LS,RENAULT,A34,JAUNE,NA,
RENAULT 351 (S1)-LS,RENAULT,351,JAUNE,NA,
RENAULT ENP (S1)-LS,RENAULT,ENP,JAUNE SPORT,NA,
RENAULT A65 (S1)-LS,RENAULT,A65,GRIS VEHICULE DE SERVICE,NA,
RENAULT 666 (S1)-LS,RENAULT,666,GRIS PALOMBE,NA,
RENAULT 103 (S1)-LS,RENAULT,103,IVOIRE BAMAKO,NA,
RENAULT 721 (S1)-LS,RENAULT,721,BORDEAUX,NA,
RENAULT 775 (S1)-LS,RENAULT,775,BURDEOS,NA,
RENAULT 600 (S1)-LS,RENAULT,600,GRIS PTT,NA,
RENAULT C64 (S1)-LS,RENAULT,C64,GRIS,NA,
RENAULT 811 (S1)-LS,RENAULT,811,CLASSIC BLACK,NA,
RENAULT 927 (S1)-LS,RENAULT,927,EMERAUDE,NA,
RENAULT 159 (S1)-LS,RENAULT,159,GREGE,NA,
RENAULT 417 (S1)-LS,RENAULT,417,BLEU VERSAILLES,NA,
RENAULT 261 (S1)-LS,RENAULT,261,GRIS,NA,
RENAULT 105 (S1)-LS,RENAULT,105,BRUN SMYRNE,NA,
RENAULT D32 (S1)-LS,RENAULT,D32,CORN YELLOW,NA,
RENAULT A70 (S1)-LS,RENAULT,A70,ROUGE,NA,
RENAULT NNL (S1)-LS,RENAULT,NNL,ROUGE FILAMENT,NA,
RENAULT 213 (S1)-LS,RENAULT,213,ROUGE ITALIEN,NA,
RENAULT 832 (S1)-LS,RENAULT,832,ROUGE RADIANT,NA,
RENAULT NNS (S1)-LS,RENAULT,NNS,ROUGE MAGMA,NA,
RENAULT 780 (S1)-LS,RENAULT,780,ROUGE SMAC,NA,
RENAULT 704 (S1)-LS,RENAULT,704,ROUGE PIMENT,NA,
RENAULT 746 (S1)-LS,RENAULT,746,ROUGE PTT BELGE,NA,
RENAULT 738 (S1)-LS,RENAULT,738,ROUGE POMPIERS,NA,
RENAULT 763 (S1)-LS,RENAULT,763,ROUGE ETRUSQUE,NA,
RENAULT 755 (S1)-LS,RENAULT,755,ROJO,NA,
RENAULT KPF (S1)-LS,RENAULT,KPF,GRIS TAUPE,NA,
RENAULT 230 (S1)-LS,RENAULT,230,JAUNE PTT AUTRICHE,NA,
RENAULT 705 (S1)-LS,RENAULT,705,ROUGE,NA,
RENAULT 691 (S1)-LS,RENAULT,691,GRIS,NA,
RENAULT 324 (S1)-LS,RENAULT,324,JAUNE CITRON,NA,
RENAULT ENW (S1)-LS,RENAULT,ENW,JAUNE ECLAIR,NA,
RENAULT I31 (S1)-LS,RENAULT,I31,JAUNE POSTE SUEDE,NA,
RENAULT 371 (S1)-LS,RENAULT,371,JAUNE DE CHROME,NA,
RENAULT KNU (S1)-LS,RENAULT,KNU,GRIS TAUPE,NA,
RENAULT 799 (S1)-LS,RENAULT,799,ROUGE MAGENTA,NA,
RENAULT 719 (S1)-LS,RENAULT,719,ROUGE VIF,NA,
RENAULT 075 (S1)-LS,RENAULT,075,ROUGE VIF,NA,
RENAULT 071 (S1)-LS,RENAULT,071,ROUGE POMPIERS,NA,
RENAULT 934 (S1)-LS,RENAULT,934,VERT YANOS,NA,
RENAULT 908 (S1)-LS,RENAULT,908,VERT PAMPA,NA,
RENAULT 994 (S1)-LS,RENAULT,994,VERT EUROPCAR,NA,
RENAULT 904 (S1)-LS,RENAULT,904,VERT MELEZE,NA,
RENAULT 591 (S1)-LS,RENAULT,591,VERT AMAZONIE,NA,
RENAULT 996 (S1)-LS,RENAULT,996,VERT SEQUOIA,NA,
RENAULT 972 (S1)-LS,RENAULT,972,VERT CORIANDRE,NA,
RENAULT 530 (S1)-LS,RENAULT,530,JAUNE,NA,
RENAULT 031 (S1)-LS,RENAULT,031,ORANGE,NA,
RENAULT 312 (S1)-LS,RENAULT,312,ORANGE,NA,
RENAULT 003 (S1)-LS,RENAULT,003,ROUGE ITALIEN,NA,
RENAULT 752 (S1)-LS,RENAULT,752,ROUGE,NA,
RENAULT 571 (S1)-LS,RENAULT,571,ROUGE APACHE,NA,
RENAULT 239 (S1)-LS,RENAULT,239,ROUGE CORRIDA,NA,
RENAULT 731 (S1)-LS,RENAULT,731,ROUGE ANDALOU,NA,
RENAULT 721- (S1)-LS,RENAULT,721,ROJO,NA,
RENAULT 797 (S1)-LS,RENAULT,797,ROUGE CORAIL,NA,
RENAULT 756 (S1)-LS,RENAULT,756,ROUGE CORAIL,NA,
RENAULT 728 (S1)-LS,RENAULT,728,ROUGE LAQUE,NA,
RENAULT 496 (S1)-LS,RENAULT,496,OLYMPE,NA,
RENAULT A73 (S1)-LS,RENAULT,A73,VIOLET,NA,
RENAULT B77 (S1)-LS,RENAULT,B77,ROUGE MARGOT,NA,
RENAULT B90 (S1)-LS,RENAULT,B90,VERT LA REDOUTE,NA,
RENAULT A94 (S1)-LS,RENAULT,A94,VERT OFFICE NATIONAL FORETS,NA,
RENAULT 155 (S1)-LS,RENAULT,155,SABLE ,NA,
RENAULT 377 (S1)-LS,RENAULT,377,JAUNE TOURNESOL,NA,
RENAULT F97 (S1)-LS,RENAULT,F97,LIVE PASTEL,NA,
RENAULT DPW (S1)-LS,RENAULT,DPW,VERT PISTACHE,NA,
RENAULT 727 (S1)-LS,RENAULT,727,ROUGE VIF,NA,
RENAULT D93 (S1)-LS,RENAULT,D93,VERT COTTAGE,NA,
RENAULT 936 (S1)-LS,RENAULT,936,VERDE,NA,
RENAULT F91 (S1)-LS,RENAULT,F91,VERT RAINETTE,NA,
RENAULT 925 (S1)-LS,RENAULT,925,TURQUOISE,NA,
RENAULT 598 (S1)-LS,RENAULT,598,VERT BONZAI,NA,
RENAULT 993 (S1)-LS,RENAULT,993,VERT,NA,
RENAULT D90 (S1)-LS,RENAULT,D90,VERT MOUSSE,NA,
HYUNDAI AS (S1)-LS,HYUNDAI,AS,GREYISH PURPLE,NA,
HYUNDAI T8G (S1)-LS,HYUNDAI,T8G,BABY ELEPHANT,NA,
HYUNDAI OT (S1)-LS,HYUNDAI,OT,IVORY LIGHT,NA,
HYUNDAI JL (S1)-LS,HYUNDAI,JL,FUNNY YELLOW,NA,
HYUNDAI BG (S1)-LS,HYUNDAI,BG,BAHAMAS GOLD,NA,
HYUNDAI AV (S1)-LS,HYUNDAI,AV,INDIAN RED,NA,
HYUNDAI XM (S1)-LS,HYUNDAI,XM,POPPY RED,NA,
HYUNDAI FR (S1)-LS,HYUNDAI,FR,FLAMING ROSE,NA,
HYUNDAI TD (S1)-LS,HYUNDAI,TD,MARS RED ,NA,
HYUNDAI HL (S1)-LS,HYUNDAI,HL,HIPHOP RED,NA,
HYUNDAI FW (S1)-LS,HYUNDAI,FW,BLUISH RED,NA,
HYUNDAI TWR (S1)-LS,HYUNDAI,TWR,COOL RED,NA,
HYUNDAI VK (S1)-LS,HYUNDAI,VK,BALTIC BLUE,NA,
HYUNDAI CE (S1)-LS,HYUNDAI,CE,COMET BLUE,NA,
HYUNDAI AB (S1)-LS,HYUNDAI,AB,AMBASSADOR BLUE,NA,
HYUNDAI PGU (S1)-LS,HYUNDAI,PGU,CRYSTAL WHITE,NA,
HYUNDAI TCW (S1)-LS,HYUNDAI,TCW,CREAMY WHITE,NA,
HYUNDAI PDW (S1)-LS,HYUNDAI,PDW,DAZZLING WHITE,NA,
HYUNDAI PHW (S1)-LS,HYUNDAI,PHW,CORAL WHITE,NA,
HYUNDAI YAC (S1)-LS,HYUNDAI,YAC,CREAM WHITE,NA,
HYUNDAI WAW (S1)-LS,HYUNDAI,WAW,CERAMIC WHITE,NA,
HYUNDAI FX (S1)-LS,HYUNDAI,FX,BELL FLOWER,NA,
HYUNDAI FQ (S1)-LS,HYUNDAI,FQ,CORAL BLUE,NA,
HYUNDAI PKW (S1)-LS,HYUNDAI,PKW,WINTER WHITE,NA,
HYUNDAI MB (S1)-LS,HYUNDAI,MB,MATCH BLUE,NA,
HYUNDAI PYW (S1)-LS,HYUNDAI,PYW,POLAR WHITE,NA,
HYUNDAI DS (S1)-LS,HYUNDAI,DS,VERY DARK RED,NA,
HYUNDAI NL (S1)-LS,HYUNDAI,NL,NEW BLUE,NA,
HYUNDAI FG (S1)-LS,HYUNDAI,FG,FOREST GREEN,NA,
HYUNDAI AO (S1)-LS,HYUNDAI,AO,REDDISH BEIGE,NA,
HYUNDAI WT (S1)-LS,HYUNDAI,WT,ZESTY BLUE,NA,
HYUNDAI QE (S1)-LS,HYUNDAI,QE,TEAL BLUE,NA,
HYUNDAI SO (S1)-LS,HYUNDAI,SO,SIGNAL RED,NA,
HYUNDAI YY (S1)-LS,HYUNDAI,YY,SUNNY YELLOW,NA,
HYUNDAI SYY (S1)-LS,HYUNDAI,SYY,SUN FLOWER,NA,
HYUNDAI TR (S1)-LS,HYUNDAI,TR,TROPICAL RED,NA,
HYUNDAI PU (S1)-LS,HYUNDAI,PU,CARDINAL RED,NA,
HYUNDAI PJW (S1)-LS,HYUNDAI,PJW,PURE WHITE,NA,
HYUNDAI XJ (S1)-LS,HYUNDAI,XJ,OPAL GREEN,NA,
HYUNDAI OR (S1)-LS,HYUNDAI,OR,PASSION RED,NA,
HYUNDAI NZ (S1)-LS,HYUNDAI,NZ,NOBLE WHITE,NA,
HYUNDAI IB (S1)-LS,HYUNDAI,IB,OCEAN BLUE,NA,
TOYOTA 8H6 (S1)-LS,TOYOTA,8H6,ATLANTIC BLUE,NA,
HYUNDAI PL (S1)-LS,HYUNDAI,PL,PASTEL YELLOW,NA,
HYUNDAI CB (S1)-LS,HYUNDAI,CB,CREAM BEIGE,NA,
HYUNDAI CI (S1)-LS,HYUNDAI,CI,CREAM BEIGE,NA,
HYUNDAI YA (S1)-LS,HYUNDAI,YA,POTOMAC BLUE,NA,
HYUNDAI OK (S1)-LS,HYUNDAI,OK,LOTUS GREEN,NA,
TOYOTA 069 (S1)-LS,TOYOTA,069,COOL WHITE,NA,
TOYOTA 8E5 (S1)-LS,TOYOTA,8E5,BLUE,NA,
TOYOTA 8P0 (S1)-LS,TOYOTA,8P0,BLUE,NA,
TOYOTA 802 (S1)-LS,TOYOTA,802,BLUE,NA,
TOYOTA 877 (S1)-LS,TOYOTA,877,BLUE,NA,
TOYOTA 8Q4 (S1)-LS,TOYOTA,8Q4,DARK BLUE,NA,
TOYOTA 8B2 (S1)-LS,TOYOTA,8B2,BLUE,NA,
TOYOTA 8A1 (S1)-LS,TOYOTA,8A1,BLUE,NA,
TOYOTA 4A8 (S1)-LS,TOYOTA,4A8,BEIGE,NA,
TOYOTA 464 (S1)-LS,TOYOTA,464,BEIGE,NA,
TOYOTA 4E9 (S1)-LS,TOYOTA,4E9,BEIGE,NA,
TOYOTA 4L2 (S1)-LS,TOYOTA,4L2,BEIGE,NA,
TOYOTA 4H3 (S1)-LS,TOYOTA,4H3,BEIGE,NA,
TOYOTA 499 (S1)-LS,TOYOTA,499,BEIGE,NA,
TOYOTA 4B8 (S1)-LS,TOYOTA,4B8,BEIGE,NA,
TOYOTA 4V6 (S1)-LS,TOYOTA,4V6,BEIGE,NA,
TOYOTA H6Q (S1)-LS,TOYOTA,H6Q,DESERT KHAKI,NA,
TOYOTA 8A6 (S1)-LS,TOYOTA,8A6,BLUE,NA,
TOYOTA 313 (S1)-LS,TOYOTA,313,BORDEAUX,NA,
TOYOTA 4L3 (S1)-LS,TOYOTA,4L3,DEEP BROWN,NA,
TOYOTA 81U (S1)-LS,TOYOTA,81U,BRIGHT RED,NA,
TOYOTA 3E6 (S1)-LS,TOYOTA,3E6,BRIGHT RED,NA,
TOYOTA 5B9 (S1)-LS,TOYOTA,5B9,DYNAMIC YELLOW,NA,
TOYOTA 398 (S1)-LS,TOYOTA,398,DARK RED,NA,
TOYOTA 8W5 (S1)-LS,TOYOTA,8W5,BLUE,NA,
TOYOTA 4K3 (S1)-LS,TOYOTA,4K3,BROWN,NA,
TOYOTA 4W6 (S1)-LS,TOYOTA,4W6,BROWN,NA,
TOYOTA 190 (S1)-LS,TOYOTA,190,DARK GREY,NA,
TOYOTA 3E9 (S1)-LS,TOYOTA,3E9,DARK RED,NA,
TOYOTA 3E8 (S1)-LS,TOYOTA,3E8,DEEP MAROON,NA,
TOYOTA 16U (S1)-LS,TOYOTA,16U,BRIGHT WHITE,NA,
TOYOTA 055 (S1)-LS,TOYOTA,055,CLEAR WHITE,NA,
TOYOTA 4V9 (S1)-LS,TOYOTA,4V9,CREAM BEIGE,NA,
TOYOTA 1545 (S1)-LS,TOYOTA,1545,CAMEO CREAM,NA,
TOYOTA 5B7 (S1)-LS,TOYOTA,5B7,BRILLIANT YELLOW,NA,
TOYOTA 8M4 (S1)-LS,TOYOTA,8M4,DARK BLUE,NA,
TOYOTA 4H8 (S1)-LS,TOYOTA,4H8,IVORY,NA,
TOYOTA 9J7 (S1)-LS,TOYOTA,9J7,FRESH GREEN,NA,
TOYOTA 8W2 (S1)-LS,TOYOTA,8W2,CAVALRY BLUE,NA,
TOYOTA 4W2 (S1)-LS,TOYOTA,4W2,ORANGE,NA,
TOYOTA 3E7 (S1)-LS,TOYOTA,3E7,RED,NA,
TOYOTA 3F4 (S1)-LS,TOYOTA,3F4,RED,NA,
TOYOTA 3L2 (S1)-LS,TOYOTA,3L2,SUPER RED 4,NA,
TOYOTA KJF (S1)-LS,TOYOTA,KJF,SEVILLA RED,NA,
TOYOTA 3H7 (S1)-LS,TOYOTA,3H7,RED 3,NA,
TOYOTA 3U0 (S1)-LS,TOYOTA,3U0,SUPER RED 4,NA,
TOYOTA 3P0 (S1)-LS,TOYOTA,3P0,SUPER RED 5,NA,
TOYOTA 557 (S1)-LS,TOYOTA,557,LIGHT YELLOW,NA,
TOYOTA 053 (S1)-LS,TOYOTA,053,IVORY WHITE,NA,
TOYOTA 939 (S1)-LS,TOYOTA,939,LAVENDER,NA,
TOYOTA 4M5 (S1)-LS,TOYOTA,4M5,LIGHT BROWN,NA,
TOYOTA 3U1 (S1)-LS,TOYOTA,3U1,JELLY BERRY,NA,
TOYOTA M7Y (S1)-LS,TOYOTA,M7Y,PURE RED,NA,
TOYOTA 3L5 (S1)-LS,TOYOTA,3L5,RED,NA,
TOYOTA 681 (S1)-LS,TOYOTA,681,RED,NA,
TOYOTA 8E2 (S1)-LS,TOYOTA,8E2,DARK BLUE,NA,
TOYOTA 947 (S1)-LS,TOYOTA,947,LAVENDER WHITE,NA,
TOYOTA 898 (S1)-LS,TOYOTA,898,DARK BLUE,NA,
TOYOTA 803 (S1)-LS,TOYOTA,803,LIGHT BLUE,NA,
TOYOTA 3J4 (S1)-LS,TOYOTA,3J4,ORANGE,NA,
TOYOTA 653 (S1)-LS,TOYOTA,653,OLIVE,NA,
TOYOTA 41U (S1)-LS,TOYOTA,41U,ONYX BLACK,NA,
TOYOTA 4E4 (S1)-LS,TOYOTA,4E4,GREYISH YELLOW,NA,
TOYOTA 599 (S1)-LS,TOYOTA,599,LIGHT YELLOW,NA,
TOYOTA 3F3 (S1)-LS,TOYOTA,3F3,RED,NA,
TOYOTA 373 (S1)-LS,TOYOTA,373,RED,NA,
TOYOTA 3M7 (S1)-LS,TOYOTA,3M7,RED,NA,
TOYOTA 9K6 (S1)-LS,TOYOTA,9K6,SUNSET ORANGE,NA,
TOYOTA 6R7 (S1)-LS,TOYOTA,6R7,GREEN,NA,
TOYOTA 6Q5 (S1)-LS,TOYOTA,6Q5,FOREST GREEN,NA,
TOYOTA 8M1 (S1)-LS,TOYOTA,8M1,LAVENDER BLUE,NA,
TOYOTA 6A9 (S1)-LS,TOYOTA,6A9,LIGHT OLIVE GREEN,NA,
TOYOTA 6H9 (S1)-LS,TOYOTA,6H9,GREYISH OLIVE,NA,
TOYOTA 4C6 (S1)-LS,TOYOTA,4C6,IVORY,NA,
TOYOTA 571 (S1)-LS,TOYOTA,571,YELLOW,NA,
TOYOTA 546 (S1)-LS,TOYOTA,546,YELLOW,NA,
TOYOTA 558 (S1)-LS,TOYOTA,558,YELLOW,NA,
TOYOTA 576 (S1)-LS,TOYOTA,576,SUPER BRIGHT YELLOW,NA,
TOYOTA 358 (S1)-LS,TOYOTA,358,ORANGE,NA,
TOYOTA 3A7 (S1)-LS,TOYOTA,3A7,TERRA COTTA,NA,
TOYOTA 391 (S1)-LS,TOYOTA,391,LOVELY RED,NA,
TOYOTA 3D7 (S1)-LS,TOYOTA,3D7,RED,NA,
TOYOTA L33 (S1)-LS,TOYOTA,L33,RED,NA,
TOYOTA 9K1 (S1)-LS,TOYOTA,9K1,MINT GREEN,NA,
TOYOTA 9K2 (S1)-LS,TOYOTA,9K2,MOSS GREEN,NA,
TOYOTA 6L4 (S1)-LS,TOYOTA,6L4,OLIVE,NA,
TOYOTA 059 (S1)-LS,TOYOTA,059,PURPLISH WHITE,NA,
TOYOTA 8L0 (S1)-LS,TOYOTA,8L0,PASTEL BLUE,NA,
TOYOTA 8H9 (S1)-LS,TOYOTA,8H9,PASTEL BLUE,NA,
